Account Manager,Sold To ID,Sold To Name,Ship To ID,Ship To ID.1,Ship To City,Street Address,State,Ship To Zip Code,Full Address,Ship To Trans. Zone,Latitude,Longitude,Route Name,Day,Total Orders,Total Deliveries,Avg. Deliveries,Avg. Lines,Avg. Revenue,Total Revenue,Avg. GP,Total GP,Quantity,Margin
David Smith (0000143023),242914,Appoquinimink School District,416942,Administration Building,Odessa,118 S 6th St,DE,19730,"118 S 6th St Odessa, DE 19730",1430018,39.455367,-75.662515,D,Thursday,10,15,1.5,5,661.356,6613.56,184.951,1849.51,398,0.279654226
Chuck Lutes (0000143024),304275,Fred Beans Toyota of Flemingto,416963,Fred Beans Toyota of Flemingto,Flemington,174 US Highway 202/31 N,NJ,8822,"174 US Highway 202/31 N Flemington, NJ 08822",1430003,40.52967,-74.85684,A,Tuesday,6,6,1,1,176.6966667,1060.18,60.31333333,361.88,16,0.341338263
Open S. NJ (0000143012),245653,Dennis Township Board of Educa,417066,Dennis Township Primary School,Cape May Court House,601 Hagen Rd,NJ,8210,"601 Hagen Rd Cape May Court House, NJ 08210",1430010,39.168635,-74.794231,E,Thursday,8,13,1.625,4,1814.735,14517.88,547.81,4382.48,365,0.301867766
Chuck Lutes (0000143024),245998,Pennsbury School District,417133,Edgewood Elementary School,Yardley,899 Oxford Valley Rd,PA,19067,"899 Oxford Valley Rd Yardley, PA 19067",1430003,40.225589,-74.837261,A,Tuesday,18,26,1.444444444,5.444444444,834.3994444,15019.19,278.2411111,5008.34,531,0.333462723
Leianne Krotec (0000143021),246009,Perkiomen Valley School Distri,417171,EVERGREEN ELEMENTARY SCHOOL,Collegeville,98 Kagey Rd,PA,19426,"98 Kagey Rd Collegeville, PA 19426",1430016,40.218251,-75.462353,C,Wednesday,9,14,1.555555556,2.666666667,1305.976667,11753.79,412.05,3708.45,349,0.315510997
Paul Carberry (0000143018),246051,Pottstown School District,417248,FRANKLIN ELEMENTARY SCHOOL,Pottstown,970 N Franklin St,PA,19464,"970 N Franklin St Pottstown, PA 19464",1430016,40.25963,-75.630163,C,Wednesday,18,35,1.944444444,4.388888889,1489.234444,26806.22,590.485,10628.73,777,0.396502379
John Carberry (0000143015),244256,Hamilton Township Board of Ed,417331,George L. Hess Educational Com,Mays Landing,700 Babcock Rd,NJ,8330,"700 Babcock Rd Mays Landing, NJ 08330",1430012,39.431889,-74.694199,E,Wednesday,9,18,2,4.777777778,4429.533333,39865.8,1730.685556,15576.17,624,0.390715099
Bob Carberry (0000143011),243602,Hibbert Group,417333,Hibbert Group,New Castle,890 Ships Landing Way,DE,19720,"890 Ships Landing Way New Castle, DE 19720",1430006,39.673302,-75.555147,D,Tuesday,9,14,1.555555556,5.444444444,1517.076667,13653.69,653.46,5881.14,457,0.430736306
Chris Gifuni (0000143020),242994,Black Horse Pike Reg School Di,417340,Highland Regional High School,Blackwood,450 Erial Rd,NJ,8012,"450 Erial Rd Blackwood, NJ 08012",1430011,39.802152,-75.049765,A,Thursday,26,47,1.807692308,3.807692308,1498.503462,38961.09,490.5573077,12754.49,942,0.327364814
Paul Carberry (0000143018),244969,Kennett Consolidated School,417403,Greenwood Elementary School,Kennett Square,420 Greenwood Rd,PA,19348,"420 Greenwood Rd Kennett Square, PA 19348",1430007,39.864481,-75.666745,D,Friday,29,43,1.482758621,4.206896552,935.8158621,27138.66,297.2265517,8619.57,594,0.317612218
Chris Gifuni (0000143020),246269,Shamong Township Public School,417471,Indian Mills Memorial School,Shamong,295 Indian Mills Rd,NJ,8088,"295 Indian Mills Rd Shamong, NJ 08088",1430011,39.818153,-74.7653,A,Thursday,16,20,1.25,2.1875,939.414375,15030.63,312.201875,4995.23,451,0.332336702
John Carberry (0000143015),244256,Hamilton Township Board of Ed,417664,Joseph C. Shaner Memorial Scho,Mays Landing,5801 3rd St,NJ,8330,"5801 3rd St Mays Landing, NJ 08330",1430012,39.453698,-74.723608,E,Wednesday,9,18,2,4.222222222,3769.834444,33928.51,1469.418889,13224.77,534,0.3897834
Paul Carberry (0000143018),244969,Kennett Consolidated School,417685,New Garden Elementary School,Toughkenamon,265 New Garden Rd,PA,19374,"265 New Garden Rd Toughkenamon, PA 19374",1430007,39.810381,-75.746198,D,Friday,11,14,1.272727273,5.363636364,1657.030909,18227.34,548.3781818,6032.16,350,0.330940225
Paul Carberry (0000143018),244969,Kennett Consolidated School,417688,Kennett High School,Kennett Square,100 E South St,PA,19348,"100 E South St Kennett Square, PA 19348",1430007,39.838767,-75.708466,D,Friday,27,45,1.666666667,3.481481481,1674.812963,45219.95,552.4914815,14917.27,959,0.329882497
Paul Carberry (0000143018),246051,Pottstown School District,417787,LINCOLN ELEMENTARY,Pottstown,461 N York St,PA,19464,"461 N York St Pottstown, PA 19464",1430016,40.255744,-75.648056,C,Wednesday,11,13,1.181818182,3.181818182,1141.236364,12553.6,442.69,4869.59,197,0.387903868
Paul Carberry (0000143018),244121,Longwood Gardens,417813,Longwood Gardens,Kennett Square,409 Conservatory Rd,PA,19348,"409 Conservatory Rd Kennett Square, PA 19348",1430007,39.87447,-75.68141,D,Friday,9,21,2.333333333,6.555555556,3967.6,35708.4,1449.001111,13041.01,697,0.365208466
John Carberry (0000143015),244387,Greater Egg Harbor Dist Oakcre,417899,Cedar Creek High School,Egg Harbor City,1701 New York Ave,NJ,8215,"1701 New York Ave Egg Harbor City, NJ 08215",1430012,39.551631,-74.62781,E,Wednesday,12,18,1.5,2.583333333,4967.3025,59607.63,1433.1325,17197.59,1252,0.288513232
Chuck Lutes (0000143024),245998,Pennsbury School District,417957,Makefield Elementary School,Yardley,1939 Makefield Rd,PA,19067,"1939 Makefield Rd Yardley, PA 19067",1430003,40.223054,-74.820444,A,Tuesday,13,18,1.384615385,5.384615385,633.2515385,8232.27,210.5676923,2737.38,208,0.332518248
Chuck Lutes (0000143024),245998,Pennsbury School District,417963,Manor Elementary School,Levittown,401 Penn Valley Rd,PA,19054,"401 Penn Valley Rd Levittown, PA 19054",1430003,40.17166,-74.820899,A,Tuesday,11,16,1.454545455,4.909090909,771.1936364,8483.13,257.5145455,2832.66,192,0.333916844
Paul Carberry (0000143018),244969,Kennett Consolidated School,417995,Mary D. Lang Elementary School,Kennett Square,409 Center St,PA,19348,"409 Center St Kennett Square, PA 19348",1430007,39.861654,-75.685705,D,Friday,10,14,1.4,4.3,1234.421,12344.21,414.339,4143.39,259,0.33565453
David Smith (0000143023),242914,Appoquinimink School District,418074,Everett Meredith Middle School,MIDDLETOWN,504 S Broad St,DE,19709,"504 S Broad St MIDDLETOWN, DE 19709",1430018,39.443025,-75.717442,D,Thursday,13,24,1.846153846,9.384615385,2495.293077,32438.81,768.0261538,9984.34,1129,0.307789959
John Carberry (0000143015),244685,Middle Township Board of Educa,418087,Middle Township High School,Cape May Court House,300 E Atlantic Ave,NJ,8210,"300 E Atlantic Ave Cape May Court House, NJ 08210",1430010,39.075175,-74.819485,E,Thursday,7,7,1,1.428571429,1885.808571,13200.66,525.7742857,3680.42,120,0.278805757
David Smith (0000143023),242914,Appoquinimink School District,418088,Middletown High School,MIDDLETOWN,120 Silver Lake Rd,DE,19709,"120 Silver Lake Rd MIDDLETOWN, DE 19709",1430018,39.45027,-75.69264,D,Thursday,9,19,2.111111111,9.888888889,3423.77,30813.93,914.0744444,8226.67,916,0.266978928
Chris Gifuni (0000143020),242998,Glassboro Board of Education,418234,OPERATIONS,Glassboro,35 Ruth H Mancuso Ln,NJ,8028,"35 Ruth H Mancuso Ln Glassboro, NJ 08028",1430010,39.717495,-75.13146,E,Thursday,18,28,1.555555556,2.444444444,3908.022222,70344.4,1086.488333,19556.79,1853,0.278014881
Leianne Krotec (0000143021),245997,Pennridge School District,418310,Central Middle School,Perkasie,144 N Walnut St,PA,18944,"144 N Walnut St Perkasie, PA 18944",1430015,40.346812,-75.276371,E,Tuesday/Friday,18,23,1.277777778,2.222222222,921.3811111,16584.86,319.0961111,5743.73,304,0.346323695
Leianne Krotec (0000143021),245997,Pennridge School District,418311,SOUTH MIDDLE SCHOOL,Perkasie,610 S 5th St,PA,18944,"610 S 5th St Perkasie, PA 18944",1430015,40.36626,-75.3054,E,Tuesday/Friday,9,25,2.777777778,9,2903.274444,26129.47,1032.248889,9290.24,659,0.355546439
Leianne Krotec (0000143021),245997,Pennridge School District,418313,West RockHill Elementary,Sellersville,1000 Washington Ave,PA,18960,"1000 Washington Ave Sellersville, PA 18960",1430015,40.366999,-75.326258,E,Tuesday/Friday,10,15,1.5,3.9,1405.54,14055.4,437.483,4374.83,371,0.311256172
Leianne Krotec (0000143021),245997,Pennridge School District,418316,NORTH MIDDLE SCHOOL,Perkasie,1500 N 5th St,PA,18944,"1500 N 5th St Perkasie, PA 18944",1430015,40.389856,-75.270973,E,Tuesday/Friday,9,17,1.888888889,6,2265.001111,20385.01,776.6666667,6990,481,0.342899022
Chuck Lutes (0000143024),245998,Pennsbury School District,418321,West Campus - Pennsbury High S,Fairless Hills,608 S Olds Blvd,PA,19030,"608 S Olds Blvd Fairless Hills, PA 19030",1430003,40.17703,-74.84239,A,Tuesday,17,24,1.411764706,5.941176471,2041.237059,34701.03,681.8629412,11591.67,787,0.334043975
Chuck Lutes (0000143024),245998,Pennsbury School District,418322,East Campus - Pennsbury High S,Fairless Hills,705 Hood Blvd,PA,19030,"705 Hood Blvd Fairless Hills, PA 19030",1430003,40.17359,-74.836342,A,Tuesday,13,20,1.538461538,7.461538462,2346.303846,30501.95,788.9269231,10256.05,469,0.336242437
Chuck Lutes (0000143024),245998,Pennsbury School District,418323,Fallsington Elementary School,Fallsington,134 Yardley Ave,PA,19054,"134 Yardley Ave Fallsington, PA 19054",1430003,40.189326,-74.818043,A,Tuesday,11,15,1.363636364,4.818181818,789.6690909,8686.36,253.3309091,2786.64,202,0.320806414
Chuck Lutes (0000143024),245998,Pennsbury School District,418324,Village Park Elementary School,Fairless Hills,75 Unity Dr,PA,19030,"75 Unity Dr Fairless Hills, PA 19030",1430003,40.176265,-74.834731,A,Tuesday,7,13,1.857142857,7.285714286,921.3128571,6449.19,306.6242857,2146.37,206,0.332812338
Chuck Lutes (0000143024),245998,Pennsbury School District,418325,Oxford Valley Elementary Schoo,Fairless Hills,430 Trenton Rd,PA,19030,"430 Trenton Rd Fairless Hills, PA 19030",1430003,40.178257,-74.851069,A,Tuesday,11,14,1.272727273,4.545454545,863.6118182,9499.73,286.3081818,3149.39,245,0.331524159
Chuck Lutes (0000143024),245998,Pennsbury School District,418327,Central Warehouse,Langhorne,9 Queen Anne Ct,PA,19047,"9 Queen Anne Ct Langhorne, PA 19047",1430003,40.191461,-74.849882,A,Tuesday,7,9,1.285714286,2.428571429,5114.35,35800.45,1715.255714,12006.79,305,0.33538098
Chuck Lutes (0000143024),245998,Pennsbury School District,418331,Pennwood Middle School,Yardley,1523 Makefield Rd,PA,19067,"1523 Makefield Rd Yardley, PA 19067",1430003,40.211737,-74.823444,A,Tuesday,11,17,1.545454545,7.181818182,2331.125455,25642.38,792.3936364,8716.33,463,0.339918915
Leianne Krotec (0000143021),246009,Perkiomen Valley School Distri,418338,South Elementary School,Trappe,200 E 3rd Ave,PA,19426,"200 E 3rd Ave Trappe, PA 19426",1430016,40.200434,-75.465421,C,Wednesday,10,14,1.4,2.4,1264.296,12642.96,382.914,3829.14,302,0.302867367
Leianne Krotec (0000143021),246009,Perkiomen Valley School Distri,418339,Perkiomen Valley Middle School,Collegeville,5 Tammanund Circle,PA,19426,"5 Tammanund Circle Collegeville, PA 19426",1430016,40.212422,-75.545599,C,Wednesday,11,20,1.818181818,4,1202.497273,13227.47,418.6409091,4605.05,480,0.348142918
Leianne Krotec (0000143021),246009,Perkiomen Valley School Distri,418340,Perkiomen Valley Middle School,Zieglerville,220 Big Rd,PA,19492,"220 Big Rd Zieglerville, PA 19492",1430016,40.277748,-75.496187,C,Wednesday,10,13,1.3,1.9,2093.515,20935.15,562.14,5621.4,566,0.268514914
Leianne Krotec (0000143021),246009,Perkiomen Valley School Distri,418342,Perkiomen Valley High School,Collegeville,509 Gravel Pike,PA,19426,"509 Gravel Pike Collegeville, PA 19426",1430016,40.219108,-75.456517,C,Wednesday,24,31,1.291666667,2.708333333,654.0925,15698.22,225.2666667,5406.4,479,0.344395734
Chris Gifuni (0000143020),244110,Pitman Board of Education,418377,Pitman High School,Pitman,225 Linden Ave,NJ,8071,"225 Linden Ave Pitman, NJ 08071",1430010,39.740547,-75.127242,E,Thursday,13,20,1.538461538,4.153846154,1327.182308,17253.37,468.1453846,6085.89,521,0.352736306
John Carberry (0000143015),244285,Pleasantville Public Schools,418384,Pleasantville High School,Pleasantville,701 Mill Rd,NJ,8232,"701 Mill Rd Pleasantville, NJ 08232",1430012,39.406109,-74.527464,E,Wednesday,17,31,1.823529412,3.764705882,6466.434118,109929.38,1796.477647,30540.12,1879,0.277815812
Nick Misciagno (0000143017),243207,Colonial School District PA,418385,Plymouth Elementary School,PLYMOUTH MEETING,542 Plymouth Rd,PA,19462,"542 Plymouth Rd PLYMOUTH MEETING, PA 19462",1430013,40.115628,-75.2952,C,Monday/Thursday,12,20,1.666666667,3.25,833.6541667,10003.85,315.2825,3783.39,256,0.378193396
Nick Misciagno (0000143017),243207,Colonial School District PA,418387,Plymouth Whitemarsh High Schoo,PLYMOUTH MEETING,201 E Germantown Pike,PA,19462,"201 E Germantown Pike PLYMOUTH MEETING, PA 19462",1430013,40.09908,-75.27003,C,Monday/Thursday,14,42,3,6,1900.492857,26606.9,707.5192857,9905.27,594,0.372282002
Open S. NJ (0000143012),246073,PSEG Public Service Elec & Gas,418423,"PSEG - ""Hope Creek Plant""",Hancock's Bridge,1 Alloway Creek Neck Rd,NJ,8038,"1 Alloway Creek Neck Rd Hancock's Bridge, NJ 08038",1430006,39.4899,-75.46863,D,Tuesday,6,8,1.333333333,2.333333333,772.395,4634.37,274.1933333,1645.16,99,0.354991078
Open S. NJ (0000143012),246073,PSEG Public Service Elec & Gas,418427,"PSEG - ""Salem Plant""",Hancocks Bridge,Buttonwood Road,NJ,8038,"Buttonwood Road Hancocks Bridge, NJ 08038",1430006,39.50539,-75.461865,D,Tuesday,27,69,2.555555556,7.407407407,2160.655926,58337.71,914.6448148,24695.41,1332,0.423318125
Chuck Lutes (0000143024),245998,Pennsbury School District,418438,Quarry Hill Elementary School,Yardley,1625 Quarry Rd,PA,19067,"1625 Quarry Rd Yardley, PA 19067",1430003,40.244843,-74.873107,A,Tuesday,11,16,1.454545455,5.727272727,1035.546364,11391.01,335.6472727,3692.12,284,0.32412578
Nick Misciagno (0000143017),246088,Radnor Township School Distric,418444,Radnor High School - Maint. Sh,Radnor,130 King of Prussia Rd,PA,19087,"130 King of Prussia Rd Radnor, PA 19087",1430002,40.03944,-75.36012,C,Friday,17,30,1.764705882,4.705882353,6843.998824,116347.98,2292.171765,38966.92,1671,0.334917031
David Smith (0000143023),242914,Appoquinimink School District,418456,Redding Intermediate School,MIDDLETOWN,201 New St,DE,19709,"201 New St MIDDLETOWN, DE 19709",1430018,39.451628,-75.710164,D,Thursday,8,12,1.5,5.375,1204.3825,9635.06,361.42875,2891.43,330,0.300094654
Nick Misciagno (0000143017),243207,Colonial School District PA,418481,Ridge Park Elementary School,CONSHOHOCKEN,200 Karrs Ln,PA,19428,"200 Karrs Ln CONSHOHOCKEN, PA 19428",1430013,40.09759,-75.290286,C,Monday/Thursday,6,7,1.166666667,1.333333333,394.4766667,2366.86,163.3566667,980.14,47,0.414109833
Chuck Lutes (0000143024),245998,Pennsbury School District,418512,Eleanor Roosevelt Elementary S,Morrisville,185 Walton Dr,PA,19067,"185 Walton Dr Morrisville, PA 19067",1430003,40.200786,-74.826369,A,Tuesday,9,15,1.666666667,8,1829.321111,16463.89,602.0111111,5418.1,402,0.329089905
Chuck Lutes (0000143024),246191,St Michael the Archangel,418544,St Michael the Archangel Schoo,Levittown,130 Levittown Pkwy,PA,19054,"130 Levittown Pkwy Levittown, PA 19054",1430003,40.143149,-74.818525,A,Tuesday,7,11,1.571428571,4.142857143,738.3071429,5168.15,297.9771429,2085.84,113,0.403595097
Leianne Krotec (0000143021),246009,Perkiomen Valley School Distri,418582,Schwenksville Elementary Schoo,Schwenksville,55 2nd St,PA,19473,"55 2nd St Schwenksville, PA 19473",1430016,40.250007,-75.464209,C,Wednesday,16,21,1.3125,2.375,884.85375,14157.66,272.311875,4356.99,502,0.307747891
David Smith (0000143023),242914,Appoquinimink School District,418663,Silver Lake Elementary School,MIDDLETOWN,200 E Cochran St,DE,19709,"200 E Cochran St MIDDLETOWN, DE 19709",1430018,39.446777,-75.709957,D,Thursday,7,14,2,4.571428571,1498.864286,10492.05,435.3342857,3047.34,277,0.290442764
John Carberry (0000143015),244792,Southern Regional School Distr,418691,Southern Regional SD Warehouse,Manahawkin,190 Cedar Bridge Rd,NJ,8050,"190 Cedar Bridge Rd Manahawkin, NJ 08050",1430017,39.71271,-74.25999,A,Monday,17,24,1.411764706,3.941176471,3161.51,53745.67,932.0741176,15845.26,1118,0.294819285
Paul Carberry (0000143018),246308,Spring-Ford Area School Distri,418701,Spring-Ford Inter Flex Bldg#2,Royersford,833 S Lewis Rd,PA,19468,"833 S Lewis Rd Royersford, PA 19468",1430016,40.189256,-75.511246,C,Wednesday,11,13,1.181818182,1.545454545,780.6263636,8586.89,356.9336364,3926.27,372,0.457240048
Chuck Lutes (0000143024),246164,Church of St Andrews,418705,St Andrew School CEC,Newtown,51 Wrights Rd,PA,18940,"51 Wrights Rd Newtown, PA 18940",1430003,40.252261,-74.948491,A,Tuesday,12,29,2.416666667,7.916666667,1893.4125,22720.95,706.6566667,8479.88,596,0.373218549
David Smith (0000143023),242914,Appoquinimink School District,418834,Townsend Elementary School,Townsend,126 Main St,DE,19734,"126 Main St Townsend, DE 19734",1430018,39.395912,-75.688072,D,Thursday,6,13,2.166666667,14.83333333,2477.801667,14866.81,696.7633333,4180.58,493,0.281202222
Nick Misciagno (0000143017),246414,Tredyffrin / Easttown  School,418850,Maintenance / Transportation D,Berwyn,920 Old Lancaster Rd,PA,19312,"920 Old Lancaster Rd Berwyn, PA 19312",1430002,40.047182,-75.44945,C,Friday,12,26,2.166666667,3.5,4845.308333,58143.7,1633.139167,19597.67,898,0.337055777
Paul Carberry (0000143018),245598,Unionville-Chadds Ford School,418879,Charles F. Patton Middle Schoo,Kennett Square,760 Unionville Rd,PA,19348,"760 Unionville Rd Kennett Square, PA 19348",1430007,39.885788,-75.72033,D,Friday,7,12,1.714285714,4.142857143,6824.522857,47771.66,2055.09,14385.63,791,0.30113314
Leianne Krotec (0000143021),246237,Upper Dublin School District,418900,Upper Dublin High School,Fort Washington,800 Loch Alsh Ave,PA,19034,"800 Loch Alsh Ave Fort Washington, PA 19034",1430013,40.152939,-75.19994,C,Monday/Thursday,11,14,1.272727273,2,1841.043636,20251.48,728.6763636,8015.44,225,0.39579527
Chuck Lutes (0000143024),245998,Pennsbury School District,418972,WALT DISNEY ELEMENTARY SCHOOL,Levittown,200 Lakeside Dr,PA,19054,"200 Lakeside Dr Levittown, PA 19054",1430003,40.153736,-74.818672,A,Tuesday,8,12,1.5,5.875,970.7225,7765.78,317.42375,2539.39,161,0.326997417
Chuck Lutes (0000143024),245998,Pennsbury School District,419026,William Penn Middle School,Yardley,1524 Derbyshire Rd,PA,19067,"1524 Derbyshire Rd Yardley, PA 19067",1430003,40.211275,-74.83034,A,Tuesday,17,24,1.411764706,5.647058824,1163.995882,19787.93,390.1329412,6632.26,539,0.335166943
Nick Misciagno (0000143017),246689,Rose Tree Media School Distric,419196,Indian Lane Elementary School,Media,309 S Old Middletown Rd,PA,19063,"309 S Old Middletown Rd Media, PA 19063",1430002,39.904149,-75.406476,C,Friday,6,9,1.5,5,2080.928333,12485.57,623.555,3741.33,236,0.299652319
Nick Misciagno (0000143017),246689,Rose Tree Media School Distric,419197,Media Elementary School,Media,120 E Front St,PA,19063,"120 E Front St Media, PA 19063",1430002,39.91835,-75.38642,C,Friday,7,17,2.428571429,4.714285714,987.12,6909.84,330.5285714,2313.7,173,0.334841328
Nick Misciagno (0000143017),246689,Rose Tree Media School Distric,419199,Springton Lake Middle School,Media,1900 N Providence Rd,PA,19063,"1900 N Providence Rd Media, PA 19063",1430002,39.944052,-75.399518,C,Friday,13,19,1.461538462,3.461538462,1245.413077,16190.37,439.4107692,5712.34,408,0.352823314
Paul Carberry (0000143018),246689,Rose Tree Media School Distric,419200,Penncrest High School,Media,134 Barren Rd,PA,19063,"134 Barren Rd Media, PA 19063",1430002,39.923111,-75.430685,C,Friday,26,32,1.230769231,2.384615385,2226.291154,57883.57,757.0269231,19682.7,984,0.340039497
Leianne Krotec (0000143021),246237,Upper Dublin School District,423432,Maple Glen Elementary School,Maple Glen,1581 Fort Washington Ave,PA,19002,"1581 Fort Washington Ave Maple Glen, PA 19002",1430013,40.163586,-75.184139,C,Monday/Thursday,9,9,1,1,968.0244444,8712.22,385.2533333,3467.28,69,0.397978931
Open S. NJ (0000143012),243264,Cumberland Regional School Dis,423575,Cumberland Regional High Schoo,Bridgeton,90 Silver Lake Rd,NJ,8302,"90 Silver Lake Rd Bridgeton, NJ 08302",1430010,39.475067,-75.220706,E,Thursday,8,11,1.375,1.875,744.73875,5957.91,207.02375,1656.19,88,0.277981708
Paul Carberry (0000143018),246528,WEST CHESTER AREA SCHOOL DIST#,424135,DISTRICT WAREHOUSE,West Chester,1181 McDermott Dr,PA,19380,"1181 McDermott Dr West Chester, PA 19380",1430002,39.999477,-75.586649,C,Friday,12,13,1.083333333,1.666666667,217.8633333,2614.36,128.6083333,1543.3,102,0.590316559
Tom McKevitt (0000143010),301314,One River Place LLC,424854,One River Place AAA Bldg,Wilmington,1 River Pl,DE,19801,"1 River Pl Wilmington, DE 19801",1430006,39.736981,-75.558473,D,Tuesday,24,36,1.5,3.166666667,750.5358333,18012.86,212.78625,5106.87,343,0.283512446
Chris Gifuni (0000143020),244237,Bordentown Regional School Dis,424869,Bordentown Regional High Schoo,Bordentown,318 Ward Ave,NJ,8505,"318 Ward Ave Bordentown, NJ 08505",1430017,40.15438,-74.68693,A,Monday,10,15,1.5,2.2,1083.398,10833.98,382.04,3820.4,130,0.352631258
Chris Gifuni (0000143020),244228,Florence Township Board of Ed,424965,Florence Twp. Memorial High Sc,Burlington,1050 Cedar Ln,NJ,8016,"1050 Cedar Ln Burlington, NJ 08016",1430017,40.092971,-74.793289,A,Monday,9,11,1.222222222,5.555555556,2844.407778,25599.67,982.9788889,8846.81,778,0.34558297
John Carberry (0000143015),256362,Stafford Township School Distr,424994,Stafford Intermediate School,Manahawkin,1000 McKinley Ave,NJ,8050,"1000 McKinley Ave Manahawkin, NJ 08050",1430017,39.702285,-74.283677,A,Monday,13,20,1.538461538,3.153846154,4875.250769,63378.26,1475.365385,19179.75,1480,0.302623486
Paul Carberry (0000143018),245598,Unionville-Chadds Ford School,425017,Chadds Ford Elementary School,Chadds Ford,3 Baltimore Pike,PA,19317,"3 Baltimore Pike Chadds Ford, PA 19317",1430002,39.873525,-75.599418,C,Friday,7,9,1.285714286,3.857142857,2914.53,20401.71,813.4714286,5694.3,397,0.279108957
Leianne Krotec (0000143021),245997,Pennridge School District,425066,Grasse Elementary School,Sellersville,600 Rickert Rd,PA,18960,"600 Rickert Rd Sellersville, PA 18960",1430015,40.323979,-75.262672,E,Tuesday/Friday,6,9,1.5,7.5,2406.046667,14436.28,850.005,5100.03,286,0.353278684
Tom McKevitt (0000143010),301279,Marrows Road Associates LLC,425120,Marrows Road Associates,Newark,1352 Marrows Rd,DE,19711,"1352 Marrows Rd Newark, DE 19711",1430007,39.683155,-75.73094,D,Friday,19,27,1.421052632,3.052631579,220.5757895,4190.94,63.05473684,1198.04,93,0.285864269
Chuck Lutes (0000143024),244054,New Hope-Solebury School Distr,425206,New Hope-Solebury Lower Elem.,New Hope,3020 Sugan Rd,PA,18938,"3020 Sugan Rd New Hope, PA 18938",1430003,40.363893,-74.967716,A,Tuesday,10,20,2,4.5,1999.659,19996.59,706.459,7064.59,296,0.353289736
Paul Carberry (0000143018),245598,Unionville-Chadds Ford School,428080,Unionville Elementary,Kennett Square,1775 W Doe Run Rd,PA,19348,"1775 W Doe Run Rd Kennett Square, PA 19348",1430007,39.893909,-75.726094,D,Friday,6,9,1.5,4.5,4389.963333,26339.78,1080.965,6485.79,404,0.246235542
Paul Carberry (0000143018),245598,Unionville-Chadds Ford School,429836,Pocopson Elementary School,West Chester,1105 Pocopson Rd,PA,19382,"1105 Pocopson Rd West Chester, PA 19382",1430002,39.900293,-75.62965,C,Friday,10,12,1.2,2.4,2717.857,27178.57,752.326,7523.26,534,0.27680853
Open S. NJ (0000143012),266156,Cape May County Special Servic,429989,CMCSSSD -Maintenance Dept,Cape May Court House,148 Crest Haven Rd,NJ,8210,"148 Crest Haven Rd Cape May Court House, NJ 08210",1430010,39.101302,-74.799027,E,Thursday,6,8,1.333333333,3.666666667,1043.423333,6260.54,315.0966667,1890.58,1009,0.301983535
David Smith (0000143023),242914,Appoquinimink School District,430033,Alfred G. Waters Middle School,MIDDLETOWN,1235 Cedar Lane Rd,DE,19709,"1235 Cedar Lane Rd MIDDLETOWN, DE 19709",1430018,39.503543,-75.68916,D,Thursday,11,19,1.727272727,4.909090909,1429.371818,15723.09,401.1063636,4412.17,406,0.280617232
Chris Gifuni (0000143020),331288,Buena Regional School District,430488,Buena Regional High School,Buena,125 Weymouth Rd,NJ,8310,"125 Weymouth Rd Buena, NJ 08310",1430012,39.53527,-74.91764,E,Wednesday,19,26,1.368421053,3.421052632,1996.071053,37925.35,627.69,11926.11,830,0.314462754
Chris Gifuni (0000143020),331288,Buena Regional School District,430489,J. P. Cleary Elementary School,Minotola,1501 Central Ave,NJ,8341,"1501 Central Ave Minotola, NJ 08341",1430012,39.513572,-74.947915,E,Wednesday,10,17,1.7,3.2,1380.17,13801.7,437.337,4373.37,299,0.316871835
Chris Gifuni (0000143020),331288,Buena Regional School District,430495,Collins Lake Elementary School,Williamstown,620 Cains Mill Rd,NJ,8094,"620 Cains Mill Rd Williamstown, NJ 08094",1430012,39.587602,-74.881378,E,Wednesday,10,16,1.6,5.1,1881.593,18815.93,618.422,6184.22,495,0.328669377
Chris Gifuni (0000143020),331288,Buena Regional School District,430497,Milanesi Elementary School,Buena,880 Harding Hwy,NJ,8310,"880 Harding Hwy Buena, NJ 08310",1430012,39.50659,-74.911022,E,Wednesday,10,21,2.1,4.3,2030.899,20308.99,614.98,6149.8,449,0.30281171
Open S. NJ (0000143012),244243,Upper Township School District,430532,Upper Township Elementary Scho,Marmora,50 N Old Tuckahoe Rd,NJ,8223,"50 N Old Tuckahoe Rd Marmora, NJ 08223",1430010,39.26967,-74.64824,E,Thursday,13,22,1.692307692,3.307692308,2893.24,37612.12,925.6830769,12033.88,657,0.319946868
Bob Carberry (0000143011),245870,Hopewell Valley Regional Schoo,430805,Hopewell Valley Regional Schoo,Pennington,425 S Main St,NJ,8534,"425 S Main St Pennington, NJ 08534",1430005,40.317491,-74.789245,A,Wednesday,29,40,1.379310345,2.103448276,3479.358966,100901.41,1042.37069,30228.75,1925,0.299586993
David Smith (0000143023),242914,Appoquinimink School District,430824,Appoquinimink High School,MIDDLETOWN,1080 Bunker Hill Rd,DE,19709,"1080 Bunker Hill Rd MIDDLETOWN, DE 19709",1430018,39.454368,-75.7482,D,Thursday,6,19,3.166666667,12.83333333,3832.41,22994.46,1255.18,7531.08,923,0.32751715
