Sold To ID,Sold To Customer,Ship To ID,Ship To Customer,Ship To Address,Ship To City,Ship To State,Ship To Zip,Full Address,Latitude,Longitude,Total Orders,Sold_To_AccountId_Alt,Ship_To_AccountId_Alt,Cluster
201554,ISD #726 BECKER PUBLIC SCHOOLS,401655,ISD #726 HIGH SCHOOL,12000 Hancock St SE,Becker,MN,55308,"12000 Hancock St SE Becker MN, 55308",45.399124,-93.87482,8,201554,401655,11
201554,ISD #726 BECKER PUBLIC SCHOOLS,401652,ISD #726 MIDDLE SCHOOL,13725 Bradley Blvd,Becker,MN,55308,"13725 Bradley Blvd Becker MN, 55308",45.399121,-93.874683,4,201554,401652,11
201554,ISD #726 BECKER PUBLIC SCHOOLS,401651,ISD #726 PRIMARY SCHOOL,12050 Hancock St SE,Becker,MN,55308,"12050 Hancock St SE Becker MN, 55308",45.39692,-93.87228,4,201554,401651,11
200541,ISD #738 HOLDINGFORD PUBLIC SC,200541,ISD #738 HOLDINGFORD PUBLIC SC,900 5th St,Holdingford,MN,56340,"900 5th St Holdingford MN, 56340",45.734117,-94.465119,8,200541,200541,11
201643,ISD #739 KIMBALL PUBLIC SCHOOL,201643,ISD #739 KIMBALL PUBLIC SCHOOL,100 STATE HIGHWAY 55,Kimball,MN,55353,"100 STATE HIGHWAY 55 Kimball MN, 55353",45.313912,-94.303873,4,201643,201643,11
201556,ISD #741 PAYNESVILLE PUBLIC SC,480134,ISD #741 PAYNESVILLE HIGH SCHO,795 Hwy 23,Paynesville,MN,56362,"795 Hwy 23 Paynesville MN, 56362",45.372832,-94.728311,10,201556,480134,11
200506,ISD 742 ST CLOUD PUBLIC SCHOOL,412597,ISD #742 APOLLO HIGH SCHOOL,1000 44th Ave N,Saint Cloud,MN,56303,"1000 44th Ave N Saint Cloud MN, 56303",45.570266,-94.210522,4,200506,412597,11
200506,ISD 742 ST CLOUD PUBLIC SCHOOL,412615,ISD #742 DISCOVERY ELEMENTARY,700 7TH ST S,Waite Park,MN,56387,"700 7TH ST S Waite Park MN, 56387",45.539416,-94.225629,9,200506,412615,11
200506,ISD 742 ST CLOUD PUBLIC SCHOOL,412617,ISD #742 KENNEDY ELEMENTARY SC,1300 Jade Rd,Saint Joseph,MN,56374,"1300 Jade Rd Saint Joseph MN, 56374",45.542262,-94.305231,4,200506,412617,11
200506,ISD 742 ST CLOUD PUBLIC SCHOOL,412619,ISD #742 MADISON ELEMENTARY SC,2805 9th St N,Saint Cloud,MN,56303,"2805 9th St N Saint Cloud MN, 56303",45.568645,-94.191511,13,200506,412619,11
200506,ISD 742 ST CLOUD PUBLIC SCHOOL,412620,ISD #742 MCKINLEY ALC,216 8th Ave N,Waite Park,MN,56387,"216 8th Ave N Waite Park MN, 56387",45.55794,-94.22615,4,200506,412620,11
200506,ISD 742 ST CLOUD PUBLIC SCHOOL,412621,ISD #742 NORTH JUNIOR HIGH SCH,1212 29th Ave N,Saint Cloud,MN,56303,"1212 29th Ave N Saint Cloud MN, 56303",45.57376,-94.191972,6,200506,412621,11
200506,ISD 742 ST CLOUD PUBLIC SCHOOL,412622,ISD #742 OAK HILL ELEMENTARY,2600 County Road 136,Saint Cloud,MN,56301,"2600 County Road 136 Saint Cloud MN, 56301",45.531675,-94.191871,7,200506,412622,11
200506,ISD 742 ST CLOUD PUBLIC SCHOOL,412624,ISD #742 SOUTH JUNIOR HIGH SCH,1120 15th Ave S,Saint Cloud,MN,56301,"1120 15th Ave S Saint Cloud MN, 56301",45.546969,-94.166821,4,200506,412624,11
200506,ISD 742 ST CLOUD PUBLIC SCHOOL,412628,ISD #742 WESTWOOD ELEMENTARY,5800 Ridgewood Rd,Saint Cloud,MN,56303,"5800 Ridgewood Rd Saint Cloud MN, 56303",45.569391,-94.230482,8,200506,412628,11
200509,ISD 745 ALBANY PUBLIC SCHOOLS,450315,ISD #745 ALBANY ELEMENTARY SCH,10 Forest Ave,Albany,MN,56307,"10 Forest Ave Albany MN, 56307",45.631865,-94.563803,11,200509,450315,11
200509,ISD 745 ALBANY PUBLIC SCHOOLS,455020,ISD #745 ALBANY JR SR HIGH,30 Forest Ave,Albany,MN,56307,"30 Forest Ave Albany MN, 56307",45.631682,-94.564012,14,200509,455020,11
200509,ISD 745 ALBANY PUBLIC SCHOOLS,450316,ISD #745 AVON ELEMENTARY SCHOO,410 Avon Ave N,Avon,MN,56310,"410 Avon Ave N Avon MN, 56310",45.614173,-94.447655,4,200509,450316,11
200497,ISD 748 SARTELL PUBLIC SCHOOLS,407145,ISD #748 OAK RIDGE EARLY CHILD,1111 27th St N,Sartell,MN,56377,"1111 27th St N Sartell MN, 56377",45.656454,-94.228692,5,200497,407145,11
202673,ISD #75 ST CLAIR PUBLIC SCHOOL,202673,ISD #75 ST CLAIR PUBLIC SCHOOL,121 Main St W,Saint Clair,MN,56080,"121 Main St W Saint Clair MN, 56080",44.08133,-93.859617,5,202673,202673,18
201659,ISD #750 - ROCORI PUBLIC SCHOO,401666,ISD #750 COLD SPRING ELEMENTAR,601 Red River Ave N,Cold Spring,MN,56320,"601 Red River Ave N Cold Spring MN, 56320",45.465049,-94.42596,11,201659,401666,11
201659,ISD #750 - ROCORI PUBLIC SCHOO,442015,ISD #750 COLD SPRING HIGH SCHO,534 5th Ave N,Cold Spring,MN,56320,"534 5th Ave N Cold Spring MN, 56320",45.464172,-94.428338,17,201659,442015,11
201659,ISD #750 - ROCORI PUBLIC SCHOO,402975,ISD #750 DIST EDUCATION BUILDI,527 Main St,Cold Spring,MN,56320,"527 Main St Cold Spring MN, 56320",45.456497,-94.432512,5,201659,402975,11
203242,ISD #756 BLOOMING PRAIRIE PUBL,203242,ISD #756 BLOOMING PRAIRIE PUBL,202 4th Ave NW,Blooming Prairie,MN,55917,"202 4th Ave NW Blooming Prairie MN, 55917",43.867812,-93.063748,5,203242,203242,1
203197,ISD 761 OWATONNA PUBLIC SCHOOL,401879,ISD #761 LINCOLN SCHOOL,747 Havana Rd,Owatonna,MN,55060,"747 Havana Rd Owatonna MN, 55060",44.072325,-93.209427,5,203197,401879,1
203197,ISD 761 OWATONNA PUBLIC SCHOOL,482812,ISD #761 OWATONNA HIGH SCHOOL,1455 18th St SE,Owatonna,MN,55060,"1455 18th St SE Owatonna MN, 55060",44.06636,-93.19853,17,203197,482812,1
203197,ISD 761 OWATONNA PUBLIC SCHOOL,401881,ISD #761 OWATONNA MIDDLE SCHOO,500 15th St NE,Owatonna,MN,55060,"500 15th St NE Owatonna MN, 55060",44.100429,-93.214382,6,203197,401881,1
203197,ISD 761 OWATONNA PUBLIC SCHOOL,401896,ISD #761 WASHINGTON,423 14th St NE,Owatonna,MN,55060,"423 14th St NE Owatonna MN, 55060",44.098325,-93.217307,7,203197,401896,1
203197,ISD 761 OWATONNA PUBLIC SCHOOL,401885,ISD #761 WILSON SCHOOL,325 Meadow Ln,Owatonna,MN,55060,"325 Meadow Ln Owatonna MN, 55060",44.08119,-93.241625,4,203197,401885,1
200188,ISD #768 - HANCOCK PUBLIC SCHO,200188,ISD #768 - HANCOCK PUBLIC SCHO,371 Hancock Ave,Hancock,MN,56244,"371 Hancock Ave Hancock MN, 56244",45.497416,-95.790225,9,200188,200188,3
203350,ISD 77 MANKATO AREA PUBLIC SCH,401944,ISD #77 DAKOTA MEADOWS MIDDLE,1900 Howard Dr W,North Mankato,MN,56003,"1900 Howard Dr W North Mankato MN, 56003",44.185068,-94.04624,4,203350,401944,18
202565,ISD #777 BENSON PUBLIC SCHOOLS,202565,ISD #777 BENSON PUBLIC SCHOOLS,1400 Montana Ave,Benson,MN,56215,"1400 Montana Ave Benson MN, 56215",45.320144,-95.598293,5,202565,202565,3
203876,ISD #786 BERTHA HEWITT SCHOOLS,203876,ISD #786 BERTHA HEWITT SCHOOLS,310 Central Ave S,Bertha,MN,56437,"310 Central Ave S Bertha MN, 56437",46.266391,-95.062573,8,203876,203876,4
203866,ISD #787 BROWERVILLE PUBLIC SC,203866,ISD #787 BROWERVILLE PUBLIC SC,620 Park Ave N,Browerville,MN,56438,"620 Park Ave N Browerville MN, 56438",46.085159,-94.874497,5,203866,203866,4
200173,ISD #803 WHEATON PUBLIC SCHOOL,200173,ISD #803 WHEATON PUBLIC SCHOOL,1700 3rd Ave S,Wheaton,MN,56296,"1700 3rd Ave S Wheaton MN, 56296",45.800396,-96.506728,6,200173,200173,5
200169,ISD #846 - BRECKENRIDGE DISTRI,458676,ISD #846 - BRECKENRIDGE HIGH S,710 13th St N,Breckenridge,MN,56520,"710 13th St N Breckenridge MN, 56520",46.270331,-96.57585,11,200169,458676,5
200169,ISD #846 - BRECKENRIDGE DISTRI,423083,ISD #846 BRECKENRIDGE ELEMENTA,810 Beede Ave,Breckenridge,MN,56520,"810 Beede Ave Breckenridge MN, 56520",46.268678,-96.582805,6,200169,423083,5
201829,ISD #85 SPRINGFIELD PUBLIC SCH,201829,ISD #85 SPRINGFIELD PUBLIC SCH,12 Burns Ave,Springfield,MN,56087,"12 Burns Ave Springfield MN, 56087",44.238377,-94.982738,4,201829,201829,18
200187,ISD #852 - CAMPBELL-TINTAH PUB,200187,ISD #852 - CAMPBELL-TINTAH PUB,430 Connecticut Ave,Campbell,MN,56522,"430 Connecticut Ave Campbell MN, 56522",46.095929,-96.405255,6,200187,200187,5
201558,ISD #876 - ANNANDALE PUBLIC SC,401653,ISD #876 - ANNANDALE ELEMENTAR,655 Park St E,Annandale,MN,55302,"655 Park St E Annandale MN, 55302",45.265597,-94.115113,7,201558,401653,11
202506,ISD 129 MONTEVIDEO PUBLIC SCHO,401819,ISD 129 MONTEVIDEO MIDDLE SCHO,2001 Williams Ave,Montevideo,MN,56265,"2001 Williams Ave Montevideo MN, 56265",44.939115,-95.702987,7,202506,401819,17
202506,ISD 129 MONTEVIDEO PUBLIC SCHO,401828,ISD 129 SANFORD ELEMENTARY,412 S 13th St,Montevideo,MN,56265,"412 S 13th St Montevideo MN, 56265",44.942267,-95.710132,6,202506,401828,17
202064,ISD 182 CROSBY-IRONTON SCHOOLS,202064,ISD 182 CROSBY-IRONTON SCHOOLS,711 Poplar St,Crosby,MN,56441,"711 Poplar St Crosby MN, 56441",46.478787,-93.966385,10,202064,202064,13
202050,ISD 2174 PINE RIVER-BACKUS SCH,202050,ISD 2174 PINE RIVER-BACKUS SCH,400 Main St,Pine River,MN,56474,"400 Main St Pine River MN, 56474",46.716268,-94.399997,5,202050,202050,13
203507,ISD 2910 ADA PUBLIC SCHOOL,203507,ISD 2910 ADA PUBLIC SCHOOL,604 W Thorpe Ave,ADA,MN,56510,"604 W Thorpe Ave ADA MN, 56510",47.297382,-96.527189,5,203507,203507,19
200698,ISD 465 LITCHFIELD PUBLIC SCHO,401501,ISD 465 LITCHFIELD MIDDLE SCHO,901 N Gilman Ave,Litchfield,MN,55355,"901 N Gilman Ave Litchfield MN, 55355",45.135871,-94.521158,9,200698,401501,6
201583,ISD 466 DASSEL COKATO SCHOOLS,401635,ISD 466 DASSEL COKATO HIGH SCH,4852 Reardon Ave SW,Cokato,MN,55321,"4852 Reardon Ave SW Cokato MN, 55321",45.083123,-94.233996,11,201583,401635,6
202085,ISD 701 HIBBING PUBLIC SCHOOLS,202085,ISD 701 HIBBING PUBLIC SCHOOLS,1245 E 23rd St,Hibbing,MN,55746,"1245 E 23rd St Hibbing MN, 55746",47.425342,-92.924417,10,202085,202085,7
200506,ISD 742 ST CLOUD PUBLIC SCHOOL,403146,ISD 742 TECH HIGH SCHOOL,3500 County Road 74,Saint Cloud,MN,56301,"3500 County Road 74 Saint Cloud MN, 56301",45.508487,-94.21268,7,200506,403146,11
203197,ISD 761 OWATONNA PUBLIC SCHOOL,401894,ISD 761 DIST MAINTENANCE FACIL,115 E Rose St,Owatonna,MN,55060,"115 E Rose St Owatonna MN, 55060",44.087526,-93.225232,4,203197,401894,1
203350,ISD 77 MANKATO AREA PUBLIC SCH,401928,ISD 77 WEST HIGH SCHOOL,1351 S Riverfront Dr,Mankato,MN,56001,"1351 S Riverfront Dr Mankato MN, 56001",44.159011,-94.017663,4,203350,401928,18
202504,ISD 775 KMS PUBLIC SCHOOLS,202504,ISD 775 KMS PUBLIC SCHOOLS,302 N 15th St,Kerkhoven,MN,56252,"302 N 15th St Kerkhoven MN, 56252",45.195179,-95.322615,7,202504,202504,0
202504,ISD 775 KMS PUBLIC SCHOOLS,401786,ISD 775 MURDOCK ELEMENTARY SCH,408 Hollis St N,Murdock,MN,56271,"408 Hollis St N Murdock MN, 56271",45.226289,-95.392601,12,202504,401786,0
203197,ISD 761 OWATONNA PUBLIC SCHOOL,401883,ISD# 761 MCKINLEY,1050 22nd St NE,Owatonna,MN,55060,"1050 22nd St NE Owatonna MN, 55060",44.107715,-93.204362,4,203197,401883,1
200927,ISD#497 LYLE PUBLIC SCHOOL,200927,ISD#497 LYLE PUBLIC SCHOOL,700 E 2nd St,Lyle,MN,55953,"700 E 2nd St Lyle MN, 55953",43.509432,-92.944004,5,200927,200927,1
201901,JACKPOT JUNCTION CASINO HOTEL,201901,JACKPOT JUNCTION CASINO HOTEL,39375 COUNTY HIGHWAY 24,Morton,MN,56270,"39375 COUNTY HIGHWAY 24 Morton MN, 56270",44.531017,-94.999965,4,201901,201901,0
200149,JACOBSON TRANSPORT INC,401401,JACOBSON TRANSPORT INC,924 4th Ave S,Wahpeton,ND,58075,"924 4th Ave S Wahpeton ND, 58075",46.260644,-96.613396,6,200149,401401,5
202589,JOHNSON MEMORIAL HEALTH SERVIC,202589,JOHNSON MEMORIAL HEALTH SERVIC,1282 Walnut St,Dawson,MN,56232,"1282 Walnut St Dawson MN, 56232",44.931355,-96.066677,5,202589,202589,17
202018,JUST FOR KIX,202018,JUST FOR KIX,7842 College Rd,Baxter,MN,56425,"7842 College Rd Baxter MN, 56425",46.345191,-94.237234,4,202018,202018,13
209355,KANDIYOHI COUNTY AREA FAMILY Y,209355,KANDIYOHI COUNTY AREA FAMILY Y,1000 Lakeland Dr SE,Willmar,MN,56201,"1000 Lakeland Dr SE Willmar MN, 56201",45.113479,-95.023824,5,209355,209355,0
200572,KANDIYOHI COUNTY OFFICE BLDG,472841,KANDIYOHI COUNTY MAINTENANCE D,2000 Technology Dr NE,Willmar,MN,56201,"2000 Technology Dr NE Willmar MN, 56201",45.144311,-95.015341,4,200572,472841,0
202369,KILOWATT COMMUNITY CENTER,202369,KILOWATT COMMUNITY CENTER,600 Kilowatt Dr,Granite Falls,MN,56241,"600 Kilowatt Dr Granite Falls MN, 56241",44.813589,-95.544996,4,202369,202369,0
270949,KINGSWAY ASSISTED LIVING,270949,KINGSWAY ASSISTED LIVING,815 W Main St,Belle Plaine,MN,56011,"815 W Main St Belle Plaine MN, 56011",44.622101,-93.779157,6,270949,270949,15
271216,LA CROSSE AREA FAMILY YMCA,271216,LA CROSSE AREA FAMILY YMCA,1140 Main St,La Crosse,WI,54601,"1140 Main St La Crosse WI, 54601",43.811106,-91.239501,15,271216,271216,14
203364,LAKE CRYSTAL AREA,203364,LAKE CRYSTAL AREA,621 W Nathan St,LAKE CRYSTAL,MN,56055,"621 W Nathan St LAKE CRYSTAL MN, 56055",44.098851,-94.227431,5,203364,203364,18
200889,LAKE MILLS COMMUNITY SCHOOL,200889,LAKE MILLS COMMUNITY SCHOOL,102 S 4TH AVE E,LAKE MILLS,IA,50450,"102 S 4TH AVE E LAKE MILLS IA, 50450",43.415228,-93.531658,9,200889,200889,1
314309,LAKE SUPERIOR SCHOOL DISTRICT,314309,LAKE SUPERIOR SCHOOL DISTRICT,1640 Highway 2 Ste 200,Two Harbors,MN,55616,"1640 Highway 2 Ste 200 Two Harbors MN, 55616",47.05058,-91.66756,4,314309,314309,7
202582,MINNEWASKA LUTHERAN HOME,484061,LEGACY SENIOR SERVICES,303 7TH ST S,Wheaton,MN,56296,"303 7TH ST S Wheaton MN, 56296",45.80214,-96.4925,5,202582,484061,5
200200,LIDGERWOOD PUBLIC SCHOOL,200200,LIDGERWOOD PUBLIC SCHOOL,28 3rd Ave SE,Lidgerwood,ND,58053,"28 3rd Ave SE Lidgerwood ND, 58053",46.07449,-97.148006,5,200200,200200,5
203675,LITTLE FALLS HEALTH SERVICES,203675,LITTLE FALLS HEALTH SERVICES,1200 1st Ave NE,Little Falls,MN,56345,"1200 1st Ave NE Little Falls MN, 56345",45.974709,-94.342461,9,203675,203675,4
346337,LITTLE LAKERS CHILD CARE CENTE,346337,LITTLE LAKERS CHILD CARE CENTE,19404 510TH AVE,LAKE CRYSTAL,MN,56055,"19404 510TH AVE LAKE CRYSTAL MN, 56055",44.105822,-94.229311,4,346337,346337,18
283481,LOFTNESS,283481,LOFTNESS,650 Main St S,HECTOR,MN,55342,"650 Main St S HECTOR MN, 55342",44.73759,-94.716067,4,283481,283481,6
344782,LONG PRAIRIE HEALTH CARE CENTE,344782,LONG PRAIRIE HEALTH CARE CENTE,20 9th St SE,Long Prairie,MN,56347,"20 9th St SE Long Prairie MN, 56347",45.97368,-94.84965,5,344782,344782,4
202629,MADISON HEALTH CARE SERVICES,470401,MADISON HEALTH CARE HOUSEKEEPI,900 2nd Ave,Madison,MN,56256,"900 2nd Ave Madison MN, 56256",45.016986,-96.186923,5,202629,470401,17
202629,MADISON HEALTH CARE SERVICES,470403,MADISON HEALTH CARE LAUNDRY,900 2nd Ave,Madison,MN,56256,"900 2nd Ave Madison MN, 56256",45.016986,-96.186923,5,202629,470403,17
200252,MAIN STREET INDUSTRIES,200252,MAIN STREET INDUSTRIES,428 2nd Str,Clinton,MN,56225,"428 2nd Str Clinton MN, 56225",45.459198,-96.435246,4,200252,200252,17
202161,MANION LUMBER & TRUSS,202161,MANION LUMBER & TRUSS,220 River St N,Pillager,MN,56473,"220 River St N Pillager MN, 56473",46.330788,-94.47672,4,202161,202161,4
201122,MARANATHA BIBLE SCHOOL,201122,MARANATHA BIBLE SCHOOL,26724 541 Ave,Lansing,MN,55950,"26724 541 Ave Lansing MN, 55950",43.743803,-92.96863,4,201122,201122,1
318369,MARKET PLACE LLC,424886,MARKETPLACE,110 2nd St S,Waite Park,MN,56387,"110 2nd St S Waite Park MN, 56387",45.548828,-94.217175,4,318369,424886,11
208869,MARK'S CLEANING SERVICE,208869,MARK'S CLEANING SERVICE,E6750 County Road Nn,Viroqua,WI,54665,"E6750 County Road Nn Viroqua WI, 54665",43.51763,-90.91626,12,208869,208869,2
202228,MARY MOTHER OF THE CHURCH PARI,202228,MARY MOTHER OF THE CHURCH PARI,2006 Weston St,La Crosse,WI,54601,"2006 Weston St La Crosse WI, 54601",43.790126,-91.226402,6,202228,202228,14
200590,MCLEOD COUNTY COURTHOUSE,200590,MCLEOD COUNTY COURTHOUSE,830 11th St E,Glencoe,MN,55336,"830 11th St E Glencoe MN, 55336",44.769568,-94.150892,12,200590,200590,6
336774,McLeod County Government Cente,336774,McLeod County Government Cente,520 Chandler Ave N,Glencoe,MN,55336,"520 Chandler Ave N Glencoe MN, 55336",44.765261,-94.157978,4,336774,336774,6
201340,McLeod County Parks & Fairgrou,201340,McLeod County Parks & Fairgrou,840 Century Ave SW,Hutchinson,MN,55350,"840 Century Ave SW Hutchinson MN, 55350",44.873617,-94.384317,5,201340,201340,6
344450,MEADOW PLACE ASSISTED LIVING,344450,MEADOW PLACE ASSISTED LIVING,220 Centracare Dr,Long Prairie,MN,56347,"220 Centracare Dr Long Prairie MN, 56347",45.970825,-94.843464,5,344450,344450,4
200645,MEEKER COUNTY COURTHOUSE,200645,MEEKER COUNTY COURTHOUSE,325 N Sibley Ave,Litchfield,MN,55355,"325 N Sibley Ave Litchfield MN, 55355",45.129476,-94.528659,5,200645,200645,6
200694,MEEKER MEMORIAL HOSPITAL,200694,MEEKER MEMORIAL HOSPITAL,612 S Sibley Ave,Litchfield,MN,55355,"612 S Sibley Ave Litchfield MN, 55355",45.119674,-94.528902,12,200694,200694,6
201557,ANNANDALE CARE CENTER,484233,MEMORY CARE HOUSEKEEPING,500 PARK ST E,Annandale,MN,55302,"500 PARK ST E Annandale MN, 55302",45.267237,-94.115179,5,201557,484233,11
201557,ANNANDALE CARE CENTER,484234,MEMORY CARE LAUNDRY,500 PARK ST E,Annandale,MN,55302,"500 PARK ST E Annandale MN, 55302",45.267237,-94.115179,4,201557,484234,11
314151,MFL MARMAC CSD MONONA,314151,MFL MARMAC CSD MONONA,700 S PAGE ST,Monona,IA,52159,"700 S PAGE ST Monona IA, 52159",43.046441,-91.392021,4,314151,314151,2
318331,MFL MARMAC MCGREGOR,471385,MFL MARMAC MCGREGOR,918 W Main St,McGregor,IA,52157,"918 W Main St McGregor IA, 52157",43.019464,-91.186723,7,318331,471385,2
285679,MIDWEST INDUSTRIAL TOOL GRINDI,285679,MIDWEST INDUSTRIAL TOOL GRINDI,125 MAIN ST N,Hutchinson,MN,55350,"125 MAIN ST N Hutchinson MN, 55350",44.894056,-94.367629,12,285679,285679,6
200460,MILLER AUTO CENTER PLAZA,200460,MILLER AUTO CENTER PLAZA,2900 2nd St S,Saint Cloud,MN,56301,"2900 2nd St S Saint Cloud MN, 56301",45.547333,-94.193389,4,200460,200460,11
332425,MINNESOTA CLEAN TEAM LLC,332425,MINNESOTA CLEAN TEAM LLC,371 Atlantic Ave W,Dassel,MN,55325,"371 Atlantic Ave W Dassel MN, 55325",45.080029,-94.310389,20,332425,332425,6
202582,MINNEWASKA LUTHERAN HOME,202582,MINNEWASKA LUTHERAN HOME,605 N Main St,Starbuck,MN,56381,"605 N Main St Starbuck MN, 56381",45.613899,-95.530611,4,202582,202582,3
301914,MONARCH MEADOWS,301914,MONARCH MEADOWS,2135 Lor Ray Dr,North Mankato,MN,56003,"2135 Lor Ray Dr North Mankato MN, 56003",44.194451,-94.03993,9,301914,301914,18
202569,MORRIS WAREHOUSE CAMDEN HALL,445964,MORRIS WAREHOUSE CAMDEN HALL,600 E 4th St,Morris,MN,56267,"600 E 4th St Morris MN, 56267",45.588989,-95.90169,19,202569,445964,3
203763,MORRISON COUNTY GOV'T CENTER,203763,MORRISON COUNTY GOV'T CENTER,213 1st Ave SE,Little Falls,MN,56345,"213 1st Ave SE Little Falls MN, 56345",45.97558,-94.36026,6,203763,203763,4
200515,MOTHER OF MERCY CAMPUS OF CARE,200515,MOTHER OF MERCY CAMPUS OF CARE,230 Church Ave,Albany,MN,56307,"230 Church Ave Albany MN, 56307",45.628027,-94.566416,9,200515,200515,11
203477,MSU MOORHEAD,203477,MSU MOORHEAD,1104 7th Ave S,Moorhead,MN,56563,"1104 7th Ave S Moorhead MN, 56563",46.86582,-96.76231,4,203477,203477,5
200152,NORTH DAKOTA STATE COLLEGE,401400,NDSCS CENTRAL RECEIVING,800 6th St N Stop 1245,Wahpeton,ND,58076,"800 6th St N Stop 1245 Wahpeton ND, 58076",46.272038,-96.607324,27,200152,401400,5
203249,NEW RICHLAND CARE CENTER,203249,NEW RICHLAND CARE CENTER,312 1st St NE,New Richland,MN,56072,"312 1st St NE New Richland MN, 56072",43.894592,-93.489468,5,203249,203249,1
341381,NEWPORT ACADEMY,341381,NEWPORT ACADEMY,1726 7th Ave S,Saint Cloud,MN,56301,"1726 7th Ave S Saint Cloud MN, 56301",45.54168,-94.15706,4,341381,341381,11
309708,NORTHERN LAKES SENIOR LIVING,309708,NORTHERN LAKES SENIOR LIVING,8186 Excelsior Rd,Baxter,MN,56425,"8186 Excelsior Rd Baxter MN, 56425",46.357669,-94.230353,5,309708,309708,13
202566,NORTHERN STATES SUPPLY,202566,NORTHERN STATES SUPPLY,600 Industrial Dr SW,Willmar,MN,56201,"600 Industrial Dr SW Willmar MN, 56201",45.115872,-95.072329,14,202566,202566,0
201074,Northfield Retirement Communit,201074,Northfield Retirement Communit,900 Cannon Valley Dr,Northfield,MN,55057,"900 Cannon Valley Dr Northfield MN, 55057",44.469489,-93.177767,14,201074,201074,16
204021,NYHUS CHEVROLET-BUICK INC,204021,NYHUS CHEVROLET-BUICK INC,120 2nd Ave NE,Staples,MN,56479,"120 2nd Ave NE Staples MN, 56479",46.355525,-94.798729,4,204021,204021,4
202607,PARK NICOLLET HEALTH SERVICES,474580,OLIVIA HOSPITAL & CLINIC,100 Healthy Way,Olivia,MN,56277,"100 Healthy Way Olivia MN, 56277",44.774697,-94.972441,15,202607,474580,0
335061,Olivia Restorative Care Center,335061,Olivia Restorative Care Center,1003 W Maple Ave,Olivia,MN,56277,"1003 W Maple Ave Olivia MN, 56277",44.780286,-94.991516,6,335061,335061,0
208890,ORGANIC VALLEY,208890,ORGANIC VALLEY,1 Organic Way,La Farge,WI,54639,"1 Organic Way La Farge WI, 54639",43.582849,-90.636726,6,208890,208890,2
208890,ORGANIC VALLEY,452924,ORGANIC VALLEY,509 Organic Dr,Cashton,WI,54619,"509 Organic Dr Cashton WI, 54619",43.727141,-90.803815,4,208890,452924,2
200159,ORTONVILLE AREA HEALTH SERVICE,200159,ORTONVILLE AREA HEALTH SERVICE,450 Eastvold Ave,Ortonville,MN,56278,"450 Eastvold Ave Ortonville MN, 56278",45.314598,-96.446373,20,200159,200159,17
200183,OUR LADY OF VICTORY CHURCH,200183,OUR LADY OF VICTORY CHURCH,207 N Vine St,Fergus Falls,MN,56537,"207 N Vine St Fergus Falls MN, 56537",46.285158,-96.080698,7,200183,200183,5
201452,OUR SAVIORS LUTHERAN CHURCH &S,201452,OUR SAVIORS LUTHERAN CHURCH &S,800 Bluff St NE,Hutchinson,MN,55350,"800 Bluff St NE Hutchinson MN, 55350",44.901563,-94.357277,7,201452,201452,6
203106,OWATONNA COUNTRY CLUB,203106,OWATONNA COUNTRY CLUB,1991 Lemond Rd,Owatonna,MN,55060,"1991 Lemond Rd Owatonna MN, 55060",44.068102,-93.25034,5,203106,203106,1
203105,OWATONNA EAGLES CLUB,203105,OWATONNA EAGLES CLUB,141 E Rose St,Owatonna,MN,55060,"141 E Rose St Owatonna MN, 55060",44.087565,-93.224211,8,203105,203105,1
203285,CITY OF OWATONNA,435868,OWATONNA PARK & RECREATION DEP,575 Dunnell Dr,Owatonna,MN,55060,"575 Dunnell Dr Owatonna MN, 55060",44.088908,-93.239294,4,203285,435868,1
340586,PAYNESVILLE HEALTH CARE CENTER,340586,PAYNESVILLE HEALTH CARE CENTER,800 Washburne Ave,Paynesville,MN,56362,"800 Washburne Ave Paynesville MN, 56362",45.373922,-94.714629,15,340586,340586,11
211268,PIERZ VILLA,458604,PIERZ VILLA,119 Faust St,Pierz,MN,56364,"119 Faust St Pierz MN, 56364",45.978715,-94.100754,5,211268,458604,11
327804,PILLARS OF MANKATO LLC.,327804,PILLARS OF MANKATO LLC.,3125 Prairie Rose Dr,Mankato,MN,56001,"3125 Prairie Rose Dr Mankato MN, 56001",44.155448,-93.940456,8,327804,327804,18
228987,PIONEER CARE SUITES,446422,PIONEER CARE,1131 S Mabelle Ave,Fergus Falls,MN,56537,"1131 S Mabelle Ave Fergus Falls MN, 56537",46.269654,-96.060694,6,228987,446422,5
201557,ANNANDALE CARE CENTER,484045,PLEASANT VISTA HOUSEKEEPING,500 PARK ST E,Annandale,MN,55302,"500 PARK ST E Annandale MN, 55302",45.267237,-94.115179,7,201557,484045,11
344839,"Porchlight, Inc",482756,PORCHLIGHT INC,2002 Zeier Rd,Madison,WI,53704,"2002 Zeier Rd Madison WI, 53704",43.125536,-89.300946,4,344839,482756,8
203254,PRAIRIE MANOR INC CARE CENTER,203254,PRAIRIE MANOR INC CARE CENTER,220 3rd St NW,Blooming Prairie,MN,55917,"220 3rd St NW Blooming Prairie MN, 55917",43.870794,-93.057941,5,203254,203254,1
312393,PRAIRIE VIEW OF HECTOR,312393,PRAIRIE VIEW OF HECTOR,1010 Elm Ave E,HECTOR,MN,55342,"1010 Elm Ave E HECTOR MN, 55342",44.74118,-94.702539,6,312393,312393,6
