Account Manager,Sold To ID,Sold To Name,Ship To ID,Ship To ID.1,Ship To City,Street Address,State,Ship To Zip Code,Full Address,Ship To Trans. Zone,Latitude,Longitude,Route Name,Day,Total Orders,Total Deliveries,Avg. Deliveries,Avg. Lines,Avg. Revenue,Total Revenue,Avg. GP,Total GP,Quantity,Margin,Cluster
Robert Diller (0000142017),239710,CONRAD WEISER SCHOOL DISTRICT,415425,CONRAD WEISER MIDDLE SCHOOL,Robesonia,347 E Penn Ave,PA,19551,"347 E Penn Ave Robesonia, PA 19551",1430027,40.350006,-76.123939,K,Tuesday,9,10,1.111111111,2.444444444,474.9255556,4274.33,177.44,1596.96,31.0,0.37361645,8
Robert Diller (0000142017),239854,DONEGAL SCHOOL DISTRICT#,415442,DONEGAL INTERMEDIATE SCHOOL,Marietta,1179 River Rd,PA,17547,"1179 River Rd Marietta, PA 17547",1430022,40.062922,-76.545994,J,Tuesday,11,19,1.727272727,8.181818182,4138.31,45521.41,1448.146364,15929.61,784.0,0.349936656,1
Martin Carberry (0000142016),238974,EASTERN YORK SCHOOL DISTRICT,415447,EASTERN YORK HIGH SCHOOL,Wrightsville,720 Cool Creek Rd,PA,17368,"720 Cool Creek Rd Wrightsville, PA 17368",1430040,39.998,-76.54048,L,Tuesday/Friday,12,19,1.583333333,4.166666667,2925.915,35110.98,1215.605,14587.26,350.0,0.415461488,10
Martin Carberry (0000142016),238974,EASTERN YORK SCHOOL DISTRICT,415449,EASTERN YORK MIDDLE SCHOOL,Wrightsville,746 Cool Creek Rd,PA,17368,"746 Cool Creek Rd Wrightsville, PA 17368",1430040,39.994672,-76.537663,L,Tuesday/Friday,13,25,1.923076923,2.692307692,3563.019231,46319.25,1094.257692,14225.35,1030.0,0.307115292,13
Pete Annick (0000142010),239964,ELIZABETHTOWN AREA SCHOOL V*,415451,ELIZABETHTOWN AREA SCHOOLS,ELIZABETHTOWN,600 E High St,PA,17022,"600 E High St ELIZABETHTOWN, PA 17022",1430034,40.155961,-76.594377,P,Monday/Thursday,18,31,1.722222222,6.222222222,4311.809444,77612.57,1241.116667,22340.1,1938.0,0.287841261,32
Brad Miller (0000142022),239982,END OF THE RAINBOW#,415454,END OF THE RAINBOW,Red Lion,35 Kirkland Dr,PA,17356,"35 Kirkland Dr Red Lion, PA 17356",1430040,39.924272,-76.63247,L,Tuesday/Friday,6,6,1.0,1.166666667,198.9033333,1193.42,130.855,785.13,14.0,0.657882388,0
Martin Carberry (0000142016),240307,HANOVER PUBLIC SCHOOL DISTRICT,415504,HANOVER PUBLIC SCHOOL DISTRICT,Hanover,305 FAME AVENUE,PA,17331,"305 FAME AVENUE Hanover, PA 17331",1430039,39.824086,-76.968598,L,Thursday,24,35,1.458333333,4.916666667,2605.094583,62522.27,980.0083333,23520.2,1718.0,0.376189156,5
Brian Deiling (0000142018),240844,LEBANON SCHOOL DISTRICT,415635,NORTHWEST SCHOOL STORAGE,Lebanon,1315 Old Forge Rd,PA,17046,"1315 Old Forge Rd Lebanon, PA 17046",1430035,40.347823,-76.4379,P,Tuesday/Friday,25,41,1.64,2.36,5049.6664,126241.66,1800.7724,45019.31,1790.0,0.356612152,30
Brad Miller (0000142022),282326,SKH MANAGEMENT GARDEN CENTER,415705,SKH GARDEN CENTER Dover Kathy,Dover,3949 Carlisle Rd,PA,17315,"3949 Carlisle Rd Dover, PA 17315",1430039,39.992356,-76.840794,L,Thursday,11,14,1.272727273,2.363636364,128.3,1411.3,44.45818182,489.04,31.0,0.346517395,21
Brad Miller (0000142022),238960,Stauffers of Kissel Hill,415719,SKH DELL CORPORATE LITITZ PIKE,Lititz,813 Lititz Pike,PA,17543,"813 Lititz Pike Lititz, PA 17543",1430035,40.139305,-76.30258,P,Tuesday/Friday,16,17,1.0625,3.25,344.680625,5514.89,129.114375,2065.83,108.0,0.374591334,36
Brad Miller (0000142022),282326,SKH MANAGEMENT GARDEN CENTER,415721,SKH ROHRERSTOWN #31 Garden Cen,Lancaster,301 Rohrerstown Rd,PA,17603,"301 Rohrerstown Rd Lancaster, PA 17603",1430025,40.046328,-76.36204,J,Tuesday/Friday,14,17,1.214285714,5.428571429,443.5914286,6210.28,159.6335714,2234.87,120.0,0.359866222,24
Brad Miller (0000142022),282326,SKH MANAGEMENT GARDEN CENTER,415724,SKH N/OUTLET HBURG,Harrisburg,5350 Linglestown Rd,PA,17112,"5350 Linglestown Rd Harrisburg, PA 17112",1430035,40.34065,-76.810456,P,Tuesday/Friday,8,8,1.0,2.375,196.88375,1575.07,68.1625,545.3,34.0,0.346206835,0
Brad Miller (0000142022),282326,SKH MANAGEMENT GARDEN CENTER,415725,SKH NURSERY York,York,4450 Lincoln Hwy,PA,17406,"4450 Lincoln Hwy York, PA 17406",1430040,39.999022,-76.623082,L,Tuesday/Friday,17,17,1.0,2.117647059,169.4170588,2880.09,54.51882353,926.82,57.0,0.321802444,21
Matthew Morris (0000142013),242118,THE WHOLE CHILD LEARNING CTR#,415765,THE WHOLE CHILD LEARNING CENTE,Elverson,55 N Brick Ln,PA,19520,"55 N Brick Ln Elverson, PA 19520",1430027,40.157521,-75.822281,K,Tuesday,10,10,1.0,2.8,543.639,5436.39,133.421,1334.21,92.0,0.245422054,8
Pete Annick (0000142010),242490,LANC GENERAL HOSPITAL 2#,415766,THE WOMEN & BABIES HOSPITAL,Lancaster,690 Good Dr,PA,17601,"690 Good Dr Lancaster, PA 17601",1430025,40.065161,-76.350794,J,Tuesday/Friday,29,36,1.24137931,2.586206897,280.9172414,8146.6,80.17655172,2325.12,656.0,0.285409864,36
Martin Carberry (0000142016),242376,WEST YORK SCHOOL DISTRICT,415848,WEST YORK SCHOOL WAREHOUSE,York,2625 WEST CLARK AVE,PA,17408,"2625 WEST CLARK AVE York, PA 17408",1430040,39.9596,-76.74008,L,Tuesday/Friday,24,32,1.333333333,3.541666667,1697.450833,40738.82,681.9925,16367.82,407.0,0.401774524,22
Robert Diller (0000142017),239007,WILLOW VALLEY MANOR NORTH FLR#,415864,WILLOW VALLEY MANOR NORTH FLR,Willow Street,71 Locust Ln,PA,17584,"71 Locust Ln Willow Street, PA 17584",1430025,39.99444,-76.28427,J,Tuesday/Friday,25,37,1.48,3.84,393.3636,9834.09,136.2676,3406.69,233.0,0.346416394,24
Matthew Morris (0000142013),239932,EAST PENN MFG CO INC#,416022,EAST PENN -Fleet Maintenance O,Lyon Station,102 Deka Rd,PA,19536,"102 Deka Rd Lyon Station, PA 19536",1430041,40.475554,-75.762447,K,All,7,9,1.285714286,1.857142857,374.9757143,2624.83,80.29571429,562.07,84.0,0.214135773,24
John Carberry (0000143015),244387,Greater Egg Harbor Dist Oakcre,416125,Absegami High School,Galloway,201 S Wrangleboro Rd,NJ,8205,"201 S Wrangleboro Rd Galloway, NJ 08205",1430012,39.480457,-74.516106,E,Wednesday,9,12,1.333333333,3.0,2666.886667,24001.98,795.0022222,7155.02,790.0,0.29810124,27
Chuck Lutes (0000143024),245998,Pennsbury School District,416141,Afton Elementary School,Yardley,1673 Quarry Rd,PA,19067,"1673 Quarry Rd Yardley, PA 19067",1430003,40.24457,-74.876542,A,Tuesday,16,17,1.0625,3.875,1019.874375,16317.99,341.85125,5469.62,290.0,0.335189567,37
John Carberry (0000143015),244713,Atlantic City Board of Educati,416222,Atlantic City High School,Atlantic City,1400 N Albany Ave,NJ,8401,"1400 N Albany Ave Atlantic City, NJ 08401",1430012,39.367274,-74.477408,E,Wednesday,18,26,1.444444444,2.666666667,2714.556667,48862.02,775.38,13956.84,809.0,0.285637802,27
Paul Carberry (0000143018),246051,Pottstown School District,416252,Barth Elementary,Pottstown,467 West Walnut St,PA,19464,"467 West Walnut St Pottstown, PA 19464",1430016,40.252648,-75.671985,C,Wednesday,10,17,1.7,4.1,1948.958,19489.58,766.67,7666.7,491.0,0.393374306,17
Paul Carberry (0000143018),243341,Downingtown Area School Dist,416280,Maintenance Warehouse,Downingtown,540 Trestle Pl,PA,19335,"540 Trestle Pl Downingtown, PA 19335",1430013,39.997323,-75.698977,C,Monday/Thursday,13,19,1.461538462,1.923076923,5219.703846,67856.15,1616.057692,21008.75,597.0,0.309607162,9
Paul Carberry (0000143018),246028,Phoenixville Area School Distr,416348,District Administrative Office,Phoenixville,386 City Line Ave,PA,19460,"386 City Line Ave Phoenixville, PA 19460",1430016,40.120511,-75.522121,C,Wednesday,7,8,1.142857143,2.714285714,178.29,1248.03,56.51857143,395.63,39.0,0.317003598,0
David Smith (0000143023),242914,Appoquinimink School District,416425,Brickmill Elementary School,MIDDLETOWN,378 Brick Mill Rd,DE,19709,"378 Brick Mill Rd MIDDLETOWN, DE 19709",1430018,39.458976,-75.686578,D,Thursday,7,16,2.285714286,11.42857143,2130.82,14915.74,690.9914286,4836.94,522.0,0.32428428,11
David Smith (0000143023),242914,Appoquinimink School District,416571,Cedar Lane Elementary School,MIDDLETOWN,1259 Cedar Lane Rd,DE,19709,"1259 Cedar Lane Rd MIDDLETOWN, DE 19709",1430018,39.501475,-75.687318,D,Thursday,7,12,1.714285714,7.714285714,2481.231429,17368.62,608.8942857,4262.26,461.0,0.245400038,5
Chuck Lutes (0000143024),245998,Pennsbury School District,416587,Charles Boehm Middle School,Yardley,866 Big Oak Rd,PA,19067,"866 Big Oak Rd Yardley, PA 19067",1430003,40.209036,-74.827102,A,Tuesday,9,12,1.333333333,5.555555556,2144.205556,19297.85,714.6444444,6431.8,291.0,0.333291014,11
Chuck Lutes (0000143024),243238,County of Bucks,416599,COB - Neshaminy Manor Nursing,Warrington,1660 Easton Rd,PA,18976,"1660 Easton Rd Warrington, PA 18976",1430003,40.267364,-75.133726,A,Tuesday,7,10,1.428571429,1.285714286,843.2285714,5902.6,318.3785714,2228.65,151.0,0.377570901,6
Chris Gifuni (0000143020),242996,Clearview Regional Board of Ed,416687,Clearview Regional High School,Mullica Hill,625 Breakneck Rd,NJ,8062,"625 Breakneck Rd Mullica Hill, NJ 08062",1430010,39.75051,-75.208145,E,Thursday,6,11,1.833333333,3.666666667,5468.048333,32808.29,1558.415,9350.49,451.0,0.285003882,16
Matthew Morris (0000142013),269917,Pleasant Valley School Distric,416689,Pleasant Valley High School,Brodheadsville,1671 Route 209,PA,18322,"1671 Route 209 Brodheadsville, PA 18322",1430014,40.922746,-75.403646,E,Tuesday,7,8,1.142857143,1.428571429,4947.811429,34634.68,1433.428571,10034.0,33.0,0.289709621,30
Nick Misciagno (0000143017),243207,Colonial School District PA,416716,Colonial Elementary School,PLYMOUTH MEETING,230 Flourtown Rd,PA,19462,"230 Flourtown Rd PLYMOUTH MEETING, PA 19462",1430013,40.10248,-75.26686,C,Monday/Thursday,10,14,1.4,4.3,2542.863,25428.63,873.129,8731.29,516.0,0.343364546,5
Nick Misciagno (0000143017),243207,Colonial School District PA,416717,Colonial Middle School,PLYMOUTH MEETING,716 Belvoir Rd,PA,19462,"716 Belvoir Rd PLYMOUTH MEETING, PA 19462",1430013,40.126927,-75.309571,C,Monday/Thursday,12,20,1.666666667,1.666666667,1030.2625,12363.15,371.9866667,4463.84,260.0,0.361060086,37
Leianne Krotec (0000143021),246237,Upper Dublin School District,416794,Fort Washington Elementary Sch,Fort Washington,1010 Fort Washington Ave,PA,19034,"1010 Fort Washington Ave Fort Washington, PA 19034",1430013,40.14811,-75.20184,C,Monday/Thursday,6,9,1.5,2.666666667,985.9166667,5915.5,408.2133333,2449.28,146.0,0.414044459,23
Nick Misciagno (0000143017),246689,Rose Tree Media School Distric,416930,RTMSD Maintenance & Operations,Media,134 Barren Rd,PA,19063,"134 Barren Rd Media, PA 19063",1430002,39.923111,-75.430685,C,Friday,7,8,1.142857143,1.714285714,1316.754286,9217.28,391.8085714,2742.66,124.0,0.297556329,33
David Smith (0000143023),242914,Appoquinimink School District,416942,Administration Building,Odessa,118 S 6th St,DE,19730,"118 S 6th St Odessa, DE 19730",1430018,39.455367,-75.662515,D,Thursday,10,15,1.5,5.0,661.356,6613.56,184.951,1849.51,398.0,0.279654226,15
Chuck Lutes (0000143024),304275,Fred Beans Toyota of Flemingto,416963,Fred Beans Toyota of Flemingto,Flemington,174 US Highway 202/31 N,NJ,8822,"174 US Highway 202/31 N Flemington, NJ 08822",1430003,40.52967,-74.85684,A,Tuesday,6,6,1.0,1.0,176.6966667,1060.18,60.31333333,361.88,16.0,0.341338263,0
Open S. NJ (0000143012),245653,Dennis Township Board of Educa,417066,Dennis Township Primary School,Cape May Court House,601 Hagen Rd,NJ,8210,"601 Hagen Rd Cape May Court House, NJ 08210",1430010,39.168635,-74.794231,E,Thursday,8,13,1.625,4.0,1814.735,14517.88,547.81,4382.48,365.0,0.301867766,17
Chuck Lutes (0000143024),245998,Pennsbury School District,417133,Edgewood Elementary School,Yardley,899 Oxford Valley Rd,PA,19067,"899 Oxford Valley Rd Yardley, PA 19067",1430003,40.225589,-74.837261,A,Tuesday,18,26,1.444444444,5.444444444,834.3994444,15019.19,278.2411111,5008.34,531.0,0.333462723,6
Leianne Krotec (0000143021),246009,Perkiomen Valley School Distri,417171,EVERGREEN ELEMENTARY SCHOOL,Collegeville,98 Kagey Rd,PA,19426,"98 Kagey Rd Collegeville, PA 19426",1430016,40.218251,-75.462353,C,Wednesday,9,14,1.555555556,2.666666667,1305.976667,11753.79,412.05,3708.45,349.0,0.315510997,33
Paul Carberry (0000143018),246051,Pottstown School District,417248,FRANKLIN ELEMENTARY SCHOOL,Pottstown,970 N Franklin St,PA,19464,"970 N Franklin St Pottstown, PA 19464",1430016,40.25963,-75.630163,C,Wednesday,18,35,1.944444444,4.388888889,1489.234444,26806.22,590.485,10628.73,777.0,0.396502379,3
John Carberry (0000143015),244256,Hamilton Township Board of Ed,417331,George L. Hess Educational Com,Mays Landing,700 Babcock Rd,NJ,8330,"700 Babcock Rd Mays Landing, NJ 08330",1430012,39.431889,-74.694199,E,Wednesday,9,18,2.0,4.777777778,4429.533333,39865.8,1730.685556,15576.17,624.0,0.390715099,32
Bob Carberry (0000143011),243602,Hibbert Group,417333,Hibbert Group,New Castle,890 Ships Landing Way,DE,19720,"890 Ships Landing Way New Castle, DE 19720",1430006,39.673302,-75.555147,D,Tuesday,9,14,1.555555556,5.444444444,1517.076667,13653.69,653.46,5881.14,457.0,0.430736306,3
Chris Gifuni (0000143020),242994,Black Horse Pike Reg School Di,417340,Highland Regional High School,Blackwood,450 Erial Rd,NJ,8012,"450 Erial Rd Blackwood, NJ 08012",1430011,39.802152,-75.049765,A,Thursday,26,47,1.807692308,3.807692308,1498.503462,38961.09,490.5573077,12754.49,942.0,0.327364814,3
Paul Carberry (0000143018),244969,Kennett Consolidated School,417403,Greenwood Elementary School,Kennett Square,420 Greenwood Rd,PA,19348,"420 Greenwood Rd Kennett Square, PA 19348",1430007,39.864481,-75.666745,D,Friday,29,43,1.482758621,4.206896552,935.8158621,27138.66,297.2265517,8619.57,594.0,0.317612218,23
Chris Gifuni (0000143020),246269,Shamong Township Public School,417471,Indian Mills Memorial School,Shamong,295 Indian Mills Rd,NJ,8088,"295 Indian Mills Rd Shamong, NJ 08088",1430011,39.818153,-74.7653,A,Thursday,16,20,1.25,2.1875,939.414375,15030.63,312.201875,4995.23,451.0,0.332336702,23
John Carberry (0000143015),244256,Hamilton Township Board of Ed,417664,Joseph C. Shaner Memorial Scho,Mays Landing,5801 3rd St,NJ,8330,"5801 3rd St Mays Landing, NJ 08330",1430012,39.453698,-74.723608,E,Wednesday,9,18,2.0,4.222222222,3769.834444,33928.51,1469.418889,13224.77,534.0,0.3897834,19
Paul Carberry (0000143018),244969,Kennett Consolidated School,417685,New Garden Elementary School,Toughkenamon,265 New Garden Rd,PA,19374,"265 New Garden Rd Toughkenamon, PA 19374",1430007,39.810381,-75.746198,D,Friday,11,14,1.272727273,5.363636364,1657.030909,18227.34,548.3781818,6032.16,350.0,0.330940225,22
Paul Carberry (0000143018),244969,Kennett Consolidated School,417688,Kennett High School,Kennett Square,100 E South St,PA,19348,"100 E South St Kennett Square, PA 19348",1430007,39.838767,-75.708466,D,Friday,27,45,1.666666667,3.481481481,1674.812963,45219.95,552.4914815,14917.27,959.0,0.329882497,22
Paul Carberry (0000143018),246051,Pottstown School District,417787,LINCOLN ELEMENTARY,Pottstown,461 N York St,PA,19464,"461 N York St Pottstown, PA 19464",1430016,40.255744,-75.648056,C,Wednesday,11,13,1.181818182,3.181818182,1141.236364,12553.6,442.69,4869.59,197.0,0.387903868,31
Paul Carberry (0000143018),244121,Longwood Gardens,417813,Longwood Gardens,Kennett Square,409 Conservatory Rd,PA,19348,"409 Conservatory Rd Kennett Square, PA 19348",1430007,39.87447,-75.68141,D,Friday,9,21,2.333333333,6.555555556,3967.6,35708.4,1449.001111,13041.01,697.0,0.365208466,39
John Carberry (0000143015),244387,Greater Egg Harbor Dist Oakcre,417899,Cedar Creek High School,Egg Harbor City,1701 New York Ave,NJ,8215,"1701 New York Ave Egg Harbor City, NJ 08215",1430012,39.551631,-74.62781,E,Wednesday,12,18,1.5,2.583333333,4967.3025,59607.63,1433.1325,17197.59,1252.0,0.288513232,30
Chuck Lutes (0000143024),245998,Pennsbury School District,417957,Makefield Elementary School,Yardley,1939 Makefield Rd,PA,19067,"1939 Makefield Rd Yardley, PA 19067",1430003,40.223054,-74.820444,A,Tuesday,13,18,1.384615385,5.384615385,633.2515385,8232.27,210.5676923,2737.38,208.0,0.332518248,15
Chuck Lutes (0000143024),245998,Pennsbury School District,417963,Manor Elementary School,Levittown,401 Penn Valley Rd,PA,19054,"401 Penn Valley Rd Levittown, PA 19054",1430003,40.17166,-74.820899,A,Tuesday,11,16,1.454545455,4.909090909,771.1936364,8483.13,257.5145455,2832.66,192.0,0.333916844,34
Paul Carberry (0000143018),244969,Kennett Consolidated School,417995,Mary D. Lang Elementary School,Kennett Square,409 Center St,PA,19348,"409 Center St Kennett Square, PA 19348",1430007,39.861654,-75.685705,D,Friday,10,14,1.4,4.3,1234.421,12344.21,414.339,4143.39,259.0,0.33565453,12
David Smith (0000143023),242914,Appoquinimink School District,418074,Everett Meredith Middle School,MIDDLETOWN,504 S Broad St,DE,19709,"504 S Broad St MIDDLETOWN, DE 19709",1430018,39.443025,-75.717442,D,Thursday,13,24,1.846153846,9.384615385,2495.293077,32438.81,768.0261538,9984.34,1129.0,0.307789959,5
John Carberry (0000143015),244685,Middle Township Board of Educa,418087,Middle Township High School,Cape May Court House,300 E Atlantic Ave,NJ,8210,"300 E Atlantic Ave Cape May Court House, NJ 08210",1430010,39.075175,-74.819485,E,Thursday,7,7,1.0,1.428571429,1885.808571,13200.66,525.7742857,3680.42,120.0,0.278805757,17
David Smith (0000143023),242914,Appoquinimink School District,418088,Middletown High School,MIDDLETOWN,120 Silver Lake Rd,DE,19709,"120 Silver Lake Rd MIDDLETOWN, DE 19709",1430018,39.45027,-75.69264,D,Thursday,9,19,2.111111111,9.888888889,3423.77,30813.93,914.0744444,8226.67,916.0,0.266978928,13
Chris Gifuni (0000143020),242998,Glassboro Board of Education,418234,OPERATIONS,Glassboro,35 Ruth H Mancuso Ln,NJ,8028,"35 Ruth H Mancuso Ln Glassboro, NJ 08028",1430010,39.717495,-75.13146,E,Thursday,18,28,1.555555556,2.444444444,3908.022222,70344.4,1086.488333,19556.79,1853.0,0.278014881,39
Leianne Krotec (0000143021),245997,Pennridge School District,418310,Central Middle School,Perkasie,144 N Walnut St,PA,18944,"144 N Walnut St Perkasie, PA 18944",1430015,40.346812,-75.276371,E,Tuesday/Friday,18,23,1.277777778,2.222222222,921.3811111,16584.86,319.0961111,5743.73,304.0,0.346323695,23
Leianne Krotec (0000143021),245997,Pennridge School District,418311,SOUTH MIDDLE SCHOOL,Perkasie,610 S 5th St,PA,18944,"610 S 5th St Perkasie, PA 18944",1430015,40.36626,-75.3054,E,Tuesday/Friday,9,25,2.777777778,9.0,2903.274444,26129.47,1032.248889,9290.24,659.0,0.355546439,10
Leianne Krotec (0000143021),245997,Pennridge School District,418313,West RockHill Elementary,Sellersville,1000 Washington Ave,PA,18960,"1000 Washington Ave Sellersville, PA 18960",1430015,40.366999,-75.326258,E,Tuesday/Friday,10,15,1.5,3.9,1405.54,14055.4,437.483,4374.83,371.0,0.311256172,33
Leianne Krotec (0000143021),245997,Pennridge School District,418316,NORTH MIDDLE SCHOOL,Perkasie,1500 N 5th St,PA,18944,"1500 N 5th St Perkasie, PA 18944",1430015,40.389856,-75.270973,E,Tuesday/Friday,9,17,1.888888889,6.0,2265.001111,20385.01,776.6666667,6990.0,481.0,0.342899022,11
Chuck Lutes (0000143024),245998,Pennsbury School District,418321,West Campus - Pennsbury High S,Fairless Hills,608 S Olds Blvd,PA,19030,"608 S Olds Blvd Fairless Hills, PA 19030",1430003,40.17703,-74.84239,A,Tuesday,17,24,1.411764706,5.941176471,2041.237059,34701.03,681.8629412,11591.67,787.0,0.334043975,26
Chuck Lutes (0000143024),245998,Pennsbury School District,418322,East Campus - Pennsbury High S,Fairless Hills,705 Hood Blvd,PA,19030,"705 Hood Blvd Fairless Hills, PA 19030",1430003,40.17359,-74.836342,A,Tuesday,13,20,1.538461538,7.461538462,2346.303846,30501.95,788.9269231,10256.05,469.0,0.336242437,29
Chuck Lutes (0000143024),245998,Pennsbury School District,418323,Fallsington Elementary School,Fallsington,134 Yardley Ave,PA,19054,"134 Yardley Ave Fallsington, PA 19054",1430003,40.189326,-74.818043,A,Tuesday,11,15,1.363636364,4.818181818,789.6690909,8686.36,253.3309091,2786.64,202.0,0.320806414,34
Chuck Lutes (0000143024),245998,Pennsbury School District,418324,Village Park Elementary School,Fairless Hills,75 Unity Dr,PA,19030,"75 Unity Dr Fairless Hills, PA 19030",1430003,40.176265,-74.834731,A,Tuesday,7,13,1.857142857,7.285714286,921.3128571,6449.19,306.6242857,2146.37,206.0,0.332812338,23
Chuck Lutes (0000143024),245998,Pennsbury School District,418325,Oxford Valley Elementary Schoo,Fairless Hills,430 Trenton Rd,PA,19030,"430 Trenton Rd Fairless Hills, PA 19030",1430003,40.178257,-74.851069,A,Tuesday,11,14,1.272727273,4.545454545,863.6118182,9499.73,286.3081818,3149.39,245.0,0.331524159,6
Chuck Lutes (0000143024),245998,Pennsbury School District,418327,Central Warehouse,Langhorne,9 Queen Anne Ct,PA,19047,"9 Queen Anne Ct Langhorne, PA 19047",1430003,40.191461,-74.849882,A,Tuesday,7,9,1.285714286,2.428571429,5114.35,35800.45,1715.255714,12006.79,305.0,0.33538098,9
Chuck Lutes (0000143024),245998,Pennsbury School District,418331,Pennwood Middle School,Yardley,1523 Makefield Rd,PA,19067,"1523 Makefield Rd Yardley, PA 19067",1430003,40.211737,-74.823444,A,Tuesday,11,17,1.545454545,7.181818182,2331.125455,25642.38,792.3936364,8716.33,463.0,0.339918915,29
Leianne Krotec (0000143021),246009,Perkiomen Valley School Distri,418338,South Elementary School,Trappe,200 E 3rd Ave,PA,19426,"200 E 3rd Ave Trappe, PA 19426",1430016,40.200434,-75.465421,C,Wednesday,10,14,1.4,2.4,1264.296,12642.96,382.914,3829.14,302.0,0.302867367,12
Leianne Krotec (0000143021),246009,Perkiomen Valley School Distri,418339,Perkiomen Valley Middle School,Collegeville,5 Tammanund Circle,PA,19426,"5 Tammanund Circle Collegeville, PA 19426",1430016,40.212422,-75.545599,C,Wednesday,11,20,1.818181818,4.0,1202.497273,13227.47,418.6409091,4605.05,480.0,0.348142918,12
Leianne Krotec (0000143021),246009,Perkiomen Valley School Distri,418340,Perkiomen Valley Middle School,Zieglerville,220 Big Rd,PA,19492,"220 Big Rd Zieglerville, PA 19492",1430016,40.277748,-75.496187,C,Wednesday,10,13,1.3,1.9,2093.515,20935.15,562.14,5621.4,566.0,0.268514914,26
Leianne Krotec (0000143021),246009,Perkiomen Valley School Distri,418342,Perkiomen Valley High School,Collegeville,509 Gravel Pike,PA,19426,"509 Gravel Pike Collegeville, PA 19426",1430016,40.219108,-75.456517,C,Wednesday,24,31,1.291666667,2.708333333,654.0925,15698.22,225.2666667,5406.4,479.0,0.344395734,15
Chris Gifuni (0000143020),244110,Pitman Board of Education,418377,Pitman High School,Pitman,225 Linden Ave,NJ,8071,"225 Linden Ave Pitman, NJ 08071",1430010,39.740547,-75.127242,E,Thursday,13,20,1.538461538,4.153846154,1327.182308,17253.37,468.1453846,6085.89,521.0,0.352736306,33
John Carberry (0000143015),244285,Pleasantville Public Schools,418384,Pleasantville High School,Pleasantville,701 Mill Rd,NJ,8232,"701 Mill Rd Pleasantville, NJ 08232",1430012,39.406109,-74.527464,E,Wednesday,17,31,1.823529412,3.764705882,6466.434118,109929.38,1796.477647,30540.12,1879.0,0.277815812,7
Nick Misciagno (0000143017),243207,Colonial School District PA,418385,Plymouth Elementary School,PLYMOUTH MEETING,542 Plymouth Rd,PA,19462,"542 Plymouth Rd PLYMOUTH MEETING, PA 19462",1430013,40.115628,-75.2952,C,Monday/Thursday,12,20,1.666666667,3.25,833.6541667,10003.85,315.2825,3783.39,256.0,0.378193396,6
Nick Misciagno (0000143017),243207,Colonial School District PA,418387,Plymouth Whitemarsh High Schoo,PLYMOUTH MEETING,201 E Germantown Pike,PA,19462,"201 E Germantown Pike PLYMOUTH MEETING, PA 19462",1430013,40.09908,-75.27003,C,Monday/Thursday,14,42,3.0,6.0,1900.492857,26606.9,707.5192857,9905.27,594.0,0.372282002,17
Open S. NJ (0000143012),246073,PSEG Public Service Elec & Gas,418423,"PSEG - ""Hope Creek Plant""",Hancock's Bridge,1 Alloway Creek Neck Rd,NJ,8038,"1 Alloway Creek Neck Rd Hancock's Bridge, NJ 08038",1430006,39.4899,-75.46863,D,Tuesday,6,8,1.333333333,2.333333333,772.395,4634.37,274.1933333,1645.16,99.0,0.354991078,34
Open S. NJ (0000143012),246073,PSEG Public Service Elec & Gas,418427,"PSEG - ""Salem Plant""",Hancocks Bridge,Buttonwood Road,NJ,8038,"Buttonwood Road Hancocks Bridge, NJ 08038",1430006,39.50539,-75.461865,D,Tuesday,27,69,2.555555556,7.407407407,2160.655926,58337.71,914.6448148,24695.41,1332.0,0.423318125,11
Chuck Lutes (0000143024),245998,Pennsbury School District,418438,Quarry Hill Elementary School,Yardley,1625 Quarry Rd,PA,19067,"1625 Quarry Rd Yardley, PA 19067",1430003,40.244843,-74.873107,A,Tuesday,11,16,1.454545455,5.727272727,1035.546364,11391.01,335.6472727,3692.12,284.0,0.32412578,37
Nick Misciagno (0000143017),246088,Radnor Township School Distric,418444,Radnor High School - Maint. Sh,Radnor,130 King of Prussia Rd,PA,19087,"130 King of Prussia Rd Radnor, PA 19087",1430002,40.03944,-75.36012,C,Friday,17,30,1.764705882,4.705882353,6843.998824,116347.98,2292.171765,38966.92,1671.0,0.334917031,25
David Smith (0000143023),242914,Appoquinimink School District,418456,Redding Intermediate School,MIDDLETOWN,201 New St,DE,19709,"201 New St MIDDLETOWN, DE 19709",1430018,39.451628,-75.710164,D,Thursday,8,12,1.5,5.375,1204.3825,9635.06,361.42875,2891.43,330.0,0.300094654,12
Nick Misciagno (0000143017),243207,Colonial School District PA,418481,Ridge Park Elementary School,CONSHOHOCKEN,200 Karrs Ln,PA,19428,"200 Karrs Ln CONSHOHOCKEN, PA 19428",1430013,40.09759,-75.290286,C,Monday/Thursday,6,7,1.166666667,1.333333333,394.4766667,2366.86,163.3566667,980.14,47.0,0.414109833,24
Chuck Lutes (0000143024),245998,Pennsbury School District,418512,Eleanor Roosevelt Elementary S,Morrisville,185 Walton Dr,PA,19067,"185 Walton Dr Morrisville, PA 19067",1430003,40.200786,-74.826369,A,Tuesday,9,15,1.666666667,8.0,1829.321111,16463.89,602.0111111,5418.1,402.0,0.329089905,17
