Sold To ID,Sold To Customer,Ship To ID,Ship To Customer,Ship To Address,Ship To City,Ship To State,Ship To Zip,Full Address,Latitude,Longitude,GP CY,GP PY TTD,GP Var,GP % Diff,Revenue CY,Revenue PY TTD,Revenue Var,Revenue % Diff,Total Orders,Avg. GP per Order,Cluster
288232,TOWN OF MANSFIELD,444247,MANSFIELD ELEMENTARY SCHOOL,134 Warrenville Rd,Mansfield Center,CT,6250,"134 Warrenville Rd Mansfield Center, CT 06250",41.773149,-72.192051,"$9,724",$106,"$9,618",9068.37%,"$47,922",$462,"$47,460",10263.37%,10,$147.89,19
288232,TOWN OF MANSFIELD,444246,MANSFIELD MIDDLE SCHOOL,205 Spring Hill Rd,Storrs,CT,6268,"205 Spring Hill Rd Storrs, CT 06268",41.778663,-72.229161,"$3,605","$3,437",$168,4.89%,"$15,877","$11,600","$4,278",36.88%,6,$180.74,19
288232,TOWN OF MANSFIELD,444113,MANSFIELD PUBLIC WORKS HIGHWAY,230 Clover Mill Rd,Storrs,CT,6268,"230 Clover Mill Rd Storrs, CT 06268",41.776389,-72.226226,$641,$132,$509,385.99%,"$1,940",$531,"$1,410",265.58%,4,$15.03,19
288232,TOWN OF MANSFIELD,443844,MANSFIELD TOWN HALL,4 S Eagleville Rd,Storrs Mansfield,CT,6268,"4 S Eagleville Rd Storrs Mansfield, CT 06268",41.79524,-72.24187,"$1,654","$1,756",($102),-5.78%,"$7,665","$6,737",$927,13.76%,4,$58.89,19
288353,BOSTON PUBLIC SCHOOLS,458495,MARIO UMANA ACADEMY,312 Border St,East Boston,MA,2128,"312 Border St East Boston, MA 02128",42.378319,-71.0406,"$1,034","$1,183",($150),-12.65%,"$5,114","$6,023",($909),-15.09%,4,$52.54,3
287667,SALVATION ARMY,470648,MARSHALL HOUSE,333 Homestead Ave,Hartford,CT,6112,"333 Homestead Ave Hartford, CT 06112",41.780009,-72.700703,"$1,947",$382,"$1,565",409.44%,"$5,442","$1,193","$4,249",356.09%,4,$282.05,0
288353,BOSTON PUBLIC SCHOOLS,458497,MARSHALL/UP ACADEMY DORCHESTER,35 Westville St,Dorchester,MA,2124,"35 Westville St Dorchester, MA 02124",42.299622,-71.070896,"$1,112","$1,553",($441),-28.40%,"$5,092","$9,103","($4,011)",-44.07%,4,$181.64,3
288227,ORANGE BOARD OF EDUCATION,444149,MARY L TRACY SCHOOL,650 Schoolhouse Ln,ORANGE,CT,6477,"650 Schoolhouse Ln ORANGE, CT 06477",41.280278,-73.026005,"$5,364","$5,520",($156),-2.83%,"$16,225","$17,163",($938),-5.47%,4,$657.58,16
251112,MASCOMA VALLEY REGIONAL SCHOOL,430212,MASCOMA VALLEY REGIONAL HIGH S,27 Royal Rd,CANAAN,NH,3741,"27 Royal Rd CANAAN, NH 03741",43.650187,-72.098916,$782,$296,$486,163.85%,"$2,061",$975,"$1,086",111.45%,4,$94.54,14
286978,MASS BAY COMMUNITY COLLEGE,286978,MASS BAY COMMUNITY COLLEGE,50 Oakland St,Wellesley Hills,MA,2481,"50 Oakland St Wellesley Hills, MA 02481",42.313162,-71.264902,"$7,345","$5,233","$2,112",40.36%,"$22,219","$16,752","$5,467",32.63%,5,$624.36,3
286978,MASS BAY COMMUNITY COLLEGE,484063,MASS BAY COMMUNITY COLLEGE,490 FRANKLIN ST,Framingham,MA,1702,"490 FRANKLIN ST Framingham, MA 01702",42.29027,-71.42965,"$1,538",,"$1,538",,"$4,648",,"$4,648",,4,$359.17,17
291689,MASS INSTITUTE OF TECHNOLOGY,291689,MASS INSTITUTE OF TECHNOLOGY,77 Massachusetts Ave Rm 4-070,Cambridge,MA,2139,"77 Massachusetts Ave Rm 4-070 Cambridge, MA 02139",42.359678,-71.09084,"$41,204","$33,799","$7,405",21.91%,"$164,348","$147,125","$17,223",11.71%,14,$556.61,3
288353,BOSTON PUBLIC SCHOOLS,458451,MATTAHUNT ELEMENTARY,100 Hebron St,Mattapan,MA,2126,"100 Hebron St Mattapan, MA 02126",42.275784,-71.104034,$801,"$1,003",($202),-20.12%,"$4,081","$5,615","($1,534)",-27.33%,4,$146.62,3
288353,BOSTON PUBLIC SCHOOLS,458492,MAURICE J TOBIN K-8,40 Smith St,Roxbury,MA,2120,"40 Smith St Roxbury, MA 02120",42.33302,-71.098315,"$1,030",$730,$300,41.17%,"$4,460","$3,050","$1,409",46.19%,4,$70.61,3
287460,WHITNEY CENTER,482279,MEADOW MILLS MEMORY CARE,153 Leeder Hill Dr,Hamden,CT,6517,"153 Leeder Hill Dr Hamden, CT 06517",41.345441,-72.92029,"$7,785",$737,"$7,048",956.13%,"$35,933","$3,285","$32,647",993.70%,10,$205.16,16
309599,"MERRIMAC MEDICAL INVESTORS, LL",309599,"MERRIMAC MEDICAL INVESTORS, LL",203 Lowell Rd,Hudson,NH,3051,"203 Lowell Rd Hudson, NH 03051",42.735211,-71.426966,"$22,290","$29,284","($6,994)",-23.88%,"$75,283","$71,091","$4,192",5.90%,18,$184.38,18
336264,Methods Machine Tools Inc,474900,Methods Machine Tools Inc,71 Union Ave,Sudbury,MA,1776,"71 Union Ave Sudbury, MA 01776",42.3665,-71.4225,"$5,551","$4,667",$884,18.93%,"$13,467","$11,977","$1,489",12.43%,4,$445.77,17
313623,WILTON PUBLIC SCHOOLS,464847,MIDDLEBROOK SCHOOL,131 School Rd,Wilton,CT,6897,"131 School Rd Wilton, CT 06897",41.202184,-73.438375,"$5,660","$4,624","$1,037",22.42%,"$21,292","$17,877","$3,415",19.10%,6,$335.62,9
331208,TRUMBULL BOARD OF EDUCATION -,471543,MIDDLEBROOK SCHOOL - CREC,220 Middlebrooks Ave,Trumbull,CT,6611,"220 Middlebrooks Ave Trumbull, CT 06611",41.249573,-73.211153,"$4,231","$3,765",$467,12.40%,"$16,911","$14,100","$2,810",19.93%,4,$226.17,9
249437,ADDISON CENTRAL SCHOOL DISTRIC,465263,MIDDLEBURY UNION HIGH SCHOOL,73 Charles Ave,Middlebury,VT,5753,"73 Charles Ave Middlebury, VT 05753",44.006958,-73.164099,"$8,912","$18,411","($9,499)",-51.59%,"$27,195","$84,350","($57,155)",-67.76%,11,$381.71,12
332889,MIDDLETOWN BOARD OF ED CREC,472580,MIDDLETOWN HIGH SCHOOL - CREC,200 La Rosa Ln,Middletown,CT,6457,"200 La Rosa Ln Middletown, CT 06457",41.576883,-72.680068,"$5,457","$5,472",($16),-0.28%,"$20,885","$22,960","($2,076)",-9.04%,5,$216.70,0
311735,MIDDLEWOODS OF FARMINGTON,311735,MIDDLEWOODS OF FARMINGTON,509 Middle Rd,Farmington,CT,6032,"509 Middle Rd Farmington, CT 06032",41.727768,-72.794848,"$2,683","$2,106",$577,27.37%,"$7,658","$6,566","$1,092",16.62%,4,$146.53,0
288353,BOSTON PUBLIC SCHOOLS,458459,MILDRED AVENUE K-8 SCHOOL,5 Mildred Ave,Mattapan,MA,2126,"5 Mildred Ave Mattapan, MA 02126",42.276163,-71.091089,"$1,223","$1,108",$116,10.45%,"$6,059","$6,829",($770),-11.28%,4,$157.99,3
313623,WILTON PUBLIC SCHOOLS,464845,MILLER DRISCOLL SCHOOL,217 Wolfpit Rd,Wilton,CT,6897,"217 Wolfpit Rd Wilton, CT 06897",41.175454,-73.434775,"$5,452","$4,181","$1,271",30.39%,"$20,513","$16,014","$4,499",28.10%,4,$227.16,9
288434,MINUTEMAN REGIONAL VOCATIONAL,288434,MINUTEMAN REGIONAL VOCATIONAL,758 Marrett Rd,Lexington,MA,2421,"758 Marrett Rd Lexington, MA 02421",42.445896,-71.26877,"$9,827","$9,424",$403,4.28%,"$31,706","$31,056",$650,2.09%,12,$292.97,3
287419,MISS PORTERS SCHOOL,287419,MISS PORTERS SCHOOL,7 Mountain Rd,Farmington,CT,6032,"7 Mountain Rd Farmington, CT 06032",41.7223,-72.82854,"$17,922","$15,053","$2,868",19.05%,"$56,921","$52,101","$4,820",9.25%,7,$711.32,23
251666,SAU #15-Moore School,421213,MOORE SCHOOL,12 Deerfield Rd,CANDIA,NH,3034,"12 Deerfield Rd CANDIA, NH 03034",43.062869,-71.288547,"$8,368","$5,546","$2,822",50.88%,"$27,369","$12,637","$14,732",116.58%,7,$238.97,1
250120,MOUNT CARMEL NURSING HOME,250120,MOUNT CARMEL NURSING HOME,235 Myrtle St,Manchester,NH,3104,"235 Myrtle St Manchester, NH 03104",42.997869,-71.45353,"$2,456","$2,152",$304,14.12%,"$8,515","$7,365","$1,149",15.61%,4,$132.63,1
250425,NAULTS HONDA,250425,NAULTS HONDA,420 2nd St,Manchester,NH,3102,"420 2nd St Manchester, NH 03102",42.976023,-71.473429,"$1,523",$927,$596,64.31%,"$4,343","$2,536","$1,807",71.28%,4,$141.96,1
307214,NEW ENGLAND DEACONESS ASSOCIAT,307214,NEW ENGLAND DEACONESS ASSOCIAT,80 Deaconess Rd,Concord,MA,1742,"80 Deaconess Rd Concord, MA 01742",42.450292,-71.376597,"$3,999","$5,620","($1,621)",-28.84%,"$16,984","$19,429","($2,445)",-12.59%,5,$244.47,17
306543,New Fairfield Public School,456570,NEW FAIRFIELD HIGH SCHOOL,54 Gillotti Rd,New Fairfield,CT,6812,"54 Gillotti Rd New Fairfield, CT 06812",41.460957,-73.507505,"$4,601","$3,421","$1,181",34.52%,"$15,055","$11,915","$3,140",26.36%,9,$225.53,9
289273,NEW HAVEN LAWN CLUB,289273,NEW HAVEN LAWN CLUB,193 Whitney Ave,New Haven,CT,6511,"193 Whitney Ave New Haven, CT 06511",41.315854,-72.918488,"$3,247","$2,881",$367,12.72%,"$8,863","$7,962",$901,11.32%,5,$206.47,16
250748,NH NeuroSpine Institute LLC,250748,NH NeuroSpine Institute LLC,4 Hawthorne Dr,Bedford,NH,3110,"4 Hawthorne Dr Bedford, NH 03110",42.941092,-71.466819,"$1,148",$856,$292,34.06%,"$5,592","$4,544","$1,048",23.07%,5,$57.26,1
251486,NORWICH UNIVERSITY,251486,NORWICH UNIVERSITY,158 Harmon Dr,Northfield,VT,5663,"158 Harmon Dr Northfield, VT 05663",44.138751,-72.661219,"$2,769","$1,550","$1,219",78.68%,"$7,964","$4,923","$3,041",61.77%,4,$192.96,12
314563,NYS ELLENVILLE CSD,314563,NYS ELLENVILLE CSD,28 Maple Ave,Ellenville,NY,12428,"28 Maple Ave Ellenville, NY 12428",41.71796,-74.38995,"$8,355","$6,985","$1,370",19.62%,"$27,641","$21,573","$6,068",28.13%,7,$378.80,11
299083,NYS FULTON MONTGOMERY,299083,NYS FULTON MONTGOMERY,2805 State Highway 67,Johnstown,NY,12095,"2805 State Highway 67 Johnstown, NY 12095",42.984409,-74.292651,"$5,570","$5,307",$263,4.96%,"$18,234","$20,264","($2,030)",-10.02%,4,$621.12,20
308305,NYS GLOVERSVILLE ENLARGED SCHO,308305,NYS GLOVERSVILLE ENLARGED SCHO,234 Lincoln St,Gloversville,NY,12078,"234 Lincoln St Gloversville, NY 12078",43.052916,-74.364027,"$11,315","$7,208","$4,107",56.98%,"$28,614","$24,016","$4,597",19.14%,6,$203.02,20
295273,NYS MECHANICVILLE CITY SCHOOL,295273,NYS MECHANICVILLE CITY SCHOOL,25 Kniskern Ave,Mechanicville,NY,12118,"25 Kniskern Ave Mechanicville, NY 12118",42.90243,-73.69961,"$16,894","$18,401","($1,506)",-8.19%,"$47,126","$51,372","($4,245)",-8.26%,4,"$1,073.24",2
299650,NYS MEKEEL CHRISTIAN ACADEMY,299650,NYS MEKEEL CHRISTIAN ACADEMY,36-38 Sacandaga Rd,Scotia,NY,12302,"36-38 Sacandaga Rd Scotia, NY 12302",42.829987,-73.967563,"$2,139","$2,309",($171),-7.39%,"$5,899","$6,182",($284),-4.59%,7,$97.87,2
342948,NYS MILLBROOK CENTRAL SCHOOLS,342948,NYS MILLBROOK CENTRAL SCHOOLS,43 Alden Pl,Millbrook,NY,12545,"43 Alden Pl Millbrook, NY 12545",41.783335,-73.690226,"$14,380","$3,282","$11,099",338.21%,"$36,702","$9,510","$27,191",285.91%,4,$469.51,11
297115,NYS NYS PARKS REC & HISTORIC P,297115,NYS NYS PARKS REC & HISTORIC P,15 Avenue of the Pnes,Saratoga Springs,NY,12866,"15 Avenue of the Pnes Saratoga Springs, NY 12866",43.05086,-73.79568,"$4,944","$5,955","($1,011)",-16.97%,"$14,814","$17,334","($2,519)",-14.53%,4,$169.07,2
296385,NYS SCHENECTADY CSD,296385,NYS SCHENECTADY CSD,108 Education Dr,Schenectady,NY,12303,"108 Education Dr Schenectady, NY 12303",42.798112,-73.939536,"$176,776","$66,424","$110,352",166.13%,"$629,412","$239,019","$390,393",163.33%,67,$491.51,2
307144,NYS VILLAGE OF COLONIE,307144,NYS VILLAGE OF COLONIE,2 Thunder Rd,Colonie,NY,12205,"2 Thunder Rd Colonie, NY 12205",42.721566,-73.831595,$982,$538,$444,82.53%,"$2,834","$1,537","$1,297",84.36%,5,$95.04,2
288278,ODYSSEY COMMUNITY SCHOOL,288278,ODYSSEY COMMUNITY SCHOOL,579 Middle Tpke W,Manchester,CT,6040,"579 Middle Tpke W Manchester, CT 06040",41.781585,-72.550653,"$6,947","$5,287","$1,660",31.39%,"$18,141","$14,087","$4,054",28.78%,7,$404.70,0
287943,OLD SAYBROOK PARK & REC,443841,OLD SAYBROOK PARK & REC,308 MAIN ST,Old Saybrook,CT,6475,"308 MAIN ST Old Saybrook, CT 06475",41.29016,-72.374284,"$3,201","$2,846",$354,12.45%,"$7,830","$7,337",$493,6.72%,4,$267.03,7
287618,OPEN HEARTH ASSOC,287618,OPEN HEARTH ASSOC,150 Charter Oak Ave,Hartford,CT,6106,"150 Charter Oak Ave Hartford, CT 06106",41.75857,-72.66805,"$11,385","$9,292","$2,093",22.52%,"$35,212","$29,350","$5,863",19.98%,7,$349.99,0
251415,MSAD #17 OXFORD HILLS,430637,OXFORD HILL HIGH SCHOOL,256 Main St,South Paris,ME,4281,"256 Main St South Paris, ME 04281",44.2132,-70.52638,"$20,738","$19,218","$1,520",7.91%,"$61,879","$65,048","($3,169)",-4.87%,11,$263.92,4
251415,MSAD #17 OXFORD HILLS,452498,OXFORD HILLS MIDDLE SCH - NORT,100 Pine St,South Paris,ME,4281,"100 Pine St South Paris, ME 04281",44.218801,-70.51314,"$4,624","$3,696",$928,25.11%,"$14,833","$12,502","$2,331",18.65%,5,$314.79,4
290623,PAC SERVICES,290623,PAC SERVICES,98 Forest St,Manchester,CT,6040,"98 Forest St Manchester, CT 06040",41.7672,-72.52486,"$2,240","$3,159",($920),-29.11%,"$8,064","$11,971","($3,907)",-32.63%,4,$148.52,0
308305,NYS GLOVERSVILLE ENLARGED SCHO,457991,PARK TERRACE ELEMENTARY SCHOOL,50 Bloomingdale Ave,Gloversville,NY,12078,"50 Bloomingdale Ave Gloversville, NY 12078",43.041139,-74.348147,"$4,601",$988,"$3,613",365.58%,"$12,759","$3,000","$9,759",325.31%,4,$102.63,20
271375,HCA SUPPLY CHAIN SERVICES,439278,PARKLAND MEDICAL CENTER,1 Parkland Dr,Derry,NH,3038,"1 Parkland Dr Derry, NH 03038",42.876736,-71.316676,$322,"$1,435","($1,114)",-77.59%,$653,"$4,417","($3,764)",-85.21%,5,$599.31,18
287222,PATHFINDERS CLUB INC,287222,PATHFINDERS CLUB INC,102 Norman St,Manchester,CT,6040,"102 Norman St Manchester, CT 06040",41.771221,-72.509824,$828,$376,$452,120.34%,"$2,087",$965,"$1,122",116.31%,4,$96.53,0
288353,BOSTON PUBLIC SCHOOLS,458439,PATRICK J KENNEDY ELEMENTARY,343 Saratoga St,East Boston,MA,2128,"343 Saratoga St East Boston, MA 02128",42.378544,-71.030458,"$1,120",$989,$130,13.15%,"$5,371","$4,968",$403,8.12%,4,$106.30,3
288353,BOSTON PUBLIC SCHOOLS,458446,PATRICK LYNDON K-8,20 Mount Vernon St,West Roxbury,MA,2132,"20 Mount Vernon St West Roxbury, MA 02132",42.282933,-71.158574,$807,$368,$440,119.58%,"$3,776","$2,057","$1,719",83.54%,4,$97.38,3
288353,BOSTON PUBLIC SCHOOLS,458487,PAULINE A SHAW ELEMENTARY,429 Norfolk St,Dorchester,MA,2124,"429 Norfolk St Dorchester, MA 02124",42.282149,-71.08681,$239,$517,($278),-53.74%,"$1,279","$2,973","($1,695)",-56.99%,4,$41.92,3
288227,ORANGE BOARD OF EDUCATION,444148,PECK PLACE SCHOOL,500 Peck Ln,ORANGE,CT,6477,"500 Peck Ln ORANGE, CT 06477",41.266062,-73.030637,"$4,302","$3,804",$499,13.11%,"$14,260","$13,027","$1,233",9.46%,4,$421.52,16
333403,PERFORMANCE HEALTHCARE,482033,PERFORMANCE HEALTHCARE DC,4200 Harewood Rd NE,Washington,DC,20017,"4200 Harewood Rd NE Washington, DC 20017",38.93933,-77.00285,"$1,776",$425,"$1,350",317.46%,"$5,747","$1,117","$4,630",414.49%,4,$101.73,5
345302,AVON BOARD OF EDUCATION - CREC,483022,PINE GROVE ELEMENTARY - CREC,151 Scoville Rd,Avon,CT,6001,"151 Scoville Rd Avon, CT 06001",41.774781,-72.854977,"$9,380",,"$9,380",,"$29,565",,"$29,565",,6,$273.58,23
288054,WINDSOR BOARD OF EDUCATION,443939,POQUONOCK SCHOOL,1760 Poquonock Ave,Windsor,CT,6095,"1760 Poquonock Ave Windsor, CT 06095",41.904493,-72.67862,"$2,545","$4,276","($1,731)",-40.49%,"$9,908","$16,618","($6,710)",-40.38%,4,$289.08,0
288373,LUNENBURG PUBLIC SCHOOLS,444429,PRIMARY SCHOOL,1401 Massachusetts Ave,Lunenburg,MA,1462,"1401 Massachusetts Ave Lunenburg, MA 01462",42.600195,-71.701365,"$6,731","$4,776","$1,955",40.94%,"$19,305","$14,026","$5,279",37.64%,4,$633.20,17
288343,SPRINGFIELD PUBLIC SCHOOLS,442968,PUTNAM VOCATIONAL HIGH SCHOOL,1300 State St,Springfield,MA,1109,"1300 State St Springfield, MA 01109",42.120417,-72.55051,"$4,753","$2,846","$1,907",67.00%,"$20,134","$12,977","$7,157",55.15%,4,$804.69,10
287501,QUINNIPIAC UNIVERSITY,287501,QUINNIPIAC UNIVERSITY,275 Mount Carmel Ave,Hamden,CT,6518,"275 Mount Carmel Ave Hamden, CT 06518",41.418203,-72.893218,"$12,228","$12,953",($726),-5.60%,"$41,517","$42,298",($781),-1.85%,5,$782.45,16
288227,ORANGE BOARD OF EDUCATION,444147,RACEBROOK SCHOOL,107 Grannis Rd,ORANGE,CT,6477,"107 Grannis Rd ORANGE, CT 06477",41.291874,-73.004443,"$7,154","$5,174","$1,980",38.28%,"$22,859","$16,764","$6,095",36.35%,5,$440.64,16
288353,BOSTON PUBLIC SCHOOLS,448452,RAFAEL HERNANDEZ K-8,61 School St,Roxbury,MA,2119,"61 School St Roxbury, MA 02119",42.313837,-71.097981,"$2,081",$784,"$1,298",165.52%,"$7,950","$3,599","$4,351",120.89%,4,$147.06,3
251095,SAU #33 RAYMOND SCHOOL DISTRIC,423851,RAYMOND HIGH SCHOOL,45 Harriman Hill Rd,Raymond,NH,3077,"45 Harriman Hill Rd Raymond, NH 03077",43.047719,-71.180067,"$2,045","$2,086",($41),-1.97%,"$7,272","$7,920",($649),-8.19%,4,$43.78,18
310401,NYS RAVENA COEYMANS SELKIRK CS,483040,RCS Warehouse,2025 STATE ROUTE 9W,RAVENA,NY,12143,"2025 STATE ROUTE 9W RAVENA, NY 12143",42.498313,-73.823133,"$14,064",,"$14,064",,"$41,660",,"$41,660",,5,$870.19,2
288343,SPRINGFIELD PUBLIC SCHOOLS,442938,REBECCA JOHNSON SCHOOL,55 Catharine St,Springfield,MA,1109,"55 Catharine St Springfield, MA 01109",42.113154,-72.564632,"$3,764","$4,274",($510),-11.93%,"$16,352","$17,800","($1,448)",-8.14%,6,$573.74,10
287996,REGIONAL SCHOOL DIST 7,287996,REGIONAL SCHOOL DIST 7,100 Battistoni Rd,Winsted,CT,6098,"100 Battistoni Rd Winsted, CT 06098",41.913629,-73.047382,"$10,381","$15,716","($5,335)",-33.95%,"$38,032","$56,496","($18,464)",-32.68%,7,$412.67,23
288017,RHAM HIGH SCHOOL,288017,RHAM HIGH SCHOOL,85 Wall St,Hebron,CT,6248,"85 Wall St Hebron, CT 06248",41.663707,-72.365631,"$38,245","$25,340","$12,905",50.93%,"$120,437","$75,202","$45,235",60.15%,5,$395.62,19
249437,ADDISON CENTRAL SCHOOL DISTRIC,465264,RIPTON ELEMENTARY SCHOOL,753 Lincoln Rd,Ripton,VT,5766,"753 Lincoln Rd Ripton, VT 05766",43.985228,-73.038202,$98,$623,($525),-84.33%,$327,"$1,798","($1,471)",-81.81%,4,$42.84,12
287224,CREC,443063,RIVER STREET SCHOOL,601 River St,Windsor,CT,6095,"601 River St Windsor, CT 06095",41.897388,-72.65678,"$3,384","$2,324","$1,060",45.60%,"$10,409","$6,943","$3,466",49.92%,4,$540.49,0
345302,AVON BOARD OF EDUCATION - CREC,483020,ROARING BROOK ELEMENTARY - CRE,30 Old Wheeler Ln,Avon,CT,6001,"30 Old Wheeler Ln Avon, CT 06001",41.792591,-72.890062,"$9,409",,"$9,409",,"$32,158",,"$32,158",,6,$370.40,23
343858,FARMINGTON BOARD OF EDUCATION,481957,ROBINS MIDDLE SCHOOL - CREC,20 WOLF PIT RD,Farmington,CT,6032,"20 WOLF PIT RD Farmington, CT 06032",41.721129,-72.799077,"$3,344",$354,"$2,990",843.63%,"$13,505","$1,503","$12,002",798.57%,4,$249.50,0
251215,ROCHESTER PUBLIC SCHOOLS SAU 5,421301,ROCHESTER PUBLIC SCHOOLS,150 Wakefield St,Rochester,NH,3867,"150 Wakefield St Rochester, NH 03867",43.315926,-70.979385,"$34,775","$26,202","$8,573",32.72%,"$108,605","$83,805","$24,801",29.59%,6,$200.07,15
287993,ROCKY HILL PUBLIC SCHOOLS,443828,ROCKY HILL HIGH SCHOOL,50 Chapin Ave,Rocky Hill,CT,6067,"50 Chapin Ave Rocky Hill, CT 06067",41.669823,-72.647503,"$6,106","$5,347",$759,14.19%,"$25,237","$21,346","$3,892",18.23%,5,$382.53,0
297309,S&S WORLDWIDE,297309,S&S WORLDWIDE,75 MILL ST,Colchester,CT,6415,"75 MILL ST Colchester, CT 06415",41.57719,-72.326665,"$1,975",,"$1,975",,"$6,219",,"$6,219",,4,$327.41,19
288054,WINDSOR BOARD OF EDUCATION,443962,SAGE PARK MIDDLE SCHOOL,25 Sage Park Rd,Windsor,CT,6095,"25 Sage Park Rd Windsor, CT 06095",41.841848,-72.658502,"$6,233","$8,298","($2,065)",-24.89%,"$22,922","$31,166","($8,244)",-26.45%,9,$346.52,0
250533,St. Teresa Rehab and Nursing,474457,SAINT TERESA NURSING & REHAB,519 Bridge St,Manchester,NH,3104,"519 Bridge St Manchester, NH 03104",42.99527,-71.440627,"$3,815",$442,"$3,374",763.71%,"$16,892","$1,296","$15,596",1203.10%,15,$72.46,1
251379,SALEM SCHOOL DISTRICT SAU 57,429347,SALEM HIGH SCHOOL,44 Geremonty Dr,Salem,NH,3079,"44 Geremonty Dr Salem, NH 03079",42.781012,-71.212606,"$7,892","$2,853","$5,039",176.63%,"$23,755","$7,164","$16,591",231.57%,21,$365.53,18
287667,SALVATION ARMY,473584,SALVATION ARMY MENS SHELTER,78 Franklin Sq,New Britain,CT,6051,"78 Franklin Sq New Britain, CT 06051",41.662311,-72.779502,"$1,362",$877,$485,55.26%,"$3,615","$2,469","$1,147",46.45%,4,$299.92,0
287962,NORWICH BOARD OF EDUCATION,444010,SAMUEL HUNTINGTON SCHOOL,80 W Town St,Norwich,CT,6360,"80 W Town St Norwich, CT 06360",41.549884,-72.101975,"$1,468","$2,779","($1,311)",-47.17%,"$6,933","$10,399","($3,465)",-33.32%,7,$132.57,7
288353,BOSTON PUBLIC SCHOOLS,458449,SAMUEL W MASON ELEMENTARY,150 Norfolk Ave,Roxbury,MA,2119,"150 Norfolk Ave Roxbury, MA 02119",42.326138,-71.071268,"$1,183",$674,$510,75.63%,"$5,468","$3,110","$2,359",75.85%,4,$119.41,3
295547,SAU #85 SUNAPEE HIGH SCHOOL,295547,SAU #85 SUNAPEE HIGH SCHOOL,10 North Rd,Sunapee,NH,3782,"10 North Rd Sunapee, NH 03782",43.387706,-72.096936,"$3,827","$3,814",$13,0.33%,"$11,395","$12,877","($1,482)",-11.51%,8,$218.05,14
319184,SCA PHARMACEUTICALS LLC,465794,SCA PHARMACEUTICALS LLC,755 Rainbow Rd,Windsor,CT,6095,"755 Rainbow Rd Windsor, CT 06095",41.917028,-72.71222,"$12,921","$14,166","($1,244)",-8.78%,"$40,591","$42,513","($1,922)",-4.52%,5,"$1,456.51",0
271089,SCHENECTADY CENTRAL SCHOOL DIS,271089,SCHENECTADY CENTRAL SCHOOL DIS,108 Education Dr,Schenectady,NY,12303,"108 Education Dr Schenectady, NY 12303",42.798112,-73.939536,"$19,950",$82,"$19,868",24187.48%,"$72,314",$214,"$72,100",33723.25%,13,$305.71,2
288261,COVENTRY BOARD OF EDUCATION,444305,SCHOOL WAREHOUSE,78 Ripley Hill Rd,Coventry,CT,6238,"78 Ripley Hill Rd Coventry, CT 06238",41.781702,-72.311739,"$8,185","$17,115","($8,930)",-52.18%,"$24,529","$50,855","($26,326)",-51.77%,4,$669.50,19
288343,SPRINGFIELD PUBLIC SCHOOLS,470297,SCOTA,339 State St,Springfield,MA,1105,"339 State St Springfield, MA 01105",42.105606,-72.580363,"$4,063",$876,"$3,187",363.84%,"$14,302","$4,243","$10,059",237.07%,4,$101.79,10
288493,AMHERST COLLEGE,444775,SEYMORE WAREHOUSE,155 College St,Amherst,MA,1002,"155 College St Amherst, MA 01002",42.37175,-72.5114,"$12,537","$14,760","($2,223)",-15.06%,"$41,782","$54,198","($12,416)",-22.91%,4,$372.27,22
303878,SHADY HILL SCHOOL,303878,SHADY HILL SCHOOL,178 Coolidge Hl,Cambridge,MA,2138,"178 Coolidge Hl Cambridge, MA 02138",42.371525,-71.137672,"$6,804","$2,568","$4,237",164.99%,"$20,589","$8,993","$11,597",128.95%,4,$852.18,3
290676,SHADY OAKS REST HOME INC,290676,SHADY OAKS REST HOME INC,344 Stevens St,Bristol,CT,6010,"344 Stevens St Bristol, CT 06010",41.713924,-72.915678,"$8,713","$5,890","$2,823",47.93%,"$20,209","$15,030","$5,179",34.46%,4,$499.79,23
287953,SIMSBURY PUBLIC SCHOOLS,443961,SIMSBURY HIGH SCHOOL,34 Farms Village Rd,Simsbury,CT,6070,"34 Farms Village Rd Simsbury, CT 06070",41.870699,-72.821461,"$10,672","$6,476","$4,196",64.79%,"$41,555","$29,292","$12,263",41.87%,6,$469.47,23
287536,SMITH COLLEGE,287536,SMITH COLLEGE,126 West St,Northampton,MA,1060,"126 West St Northampton, MA 01060",42.312792,-72.639288,"$3,580","$1,207","$2,373",196.52%,"$9,329","$3,225","$6,103",189.23%,8,$352.09,22
251379,SALEM SCHOOL DISTRICT SAU 57,421337,SOULE SCHOOL,173 S Policy St,Salem,NH,3079,"173 S Policy St Salem, NH 03079",42.76247,-71.225473,"$3,316","$1,405","$1,912",136.10%,"$10,357","$3,543","$6,813",192.29%,4,$196.11,18
309439,SOUTHINGTON CATHOLIC SCHOOL,309439,SOUTHINGTON CATHOLIC SCHOOL,133 Bristol St,Southington,CT,6489,"133 Bristol St Southington, CT 06489",41.595814,-72.882176,"$2,111","$1,489",$621,41.72%,"$6,222","$4,610","$1,611",34.95%,5,$174.10,16
305365,SPRINGFIELD RIVERFRONT CONDO A,455483,SPRINGFIELD RIVERFRONT CONDO A,1000 Hall of Fame Ave,Springfield,MA,1105,"1000 Hall of Fame Ave Springfield, MA 01105",42.094049,-72.584121,"$8,010","$4,012","$3,998",99.65%,"$23,424","$11,994","$11,430",95.30%,5,$855.11,10
